id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,6.77,2.43,1,68,68,Truck,2,67.96,24.74,26.08,25.43,-1.00,-1.00,-1.00,0
2,4.04,1.72,1,77,77,Car,1,98.65,32.35,32.80,32.52,-1.00,-1.00,-1.00,1
3,7.58,2.50,1,112,112,Truck,1,141.08,31.25,32.08,31.82,30.09,0.94,-1.00,0
4,9.90,2.50,1,127,127,Truck,1,125.32,24.70,24.99,24.89,20.42,0.81,-1.00,0
5,6.27,2.12,1,130,130,Car,2,165.16,31.47,32.54,32.05,-1.00,-1.00,-1.00,0
6,16.78,2.50,1,151,151,Truck,1,144.81,23.45,24.40,24.16,-1.00,-1.00,-1.00,0
7,4.85,1.82,1,218,218,Car,1,280.93,31.94,32.68,32.38,111.78,3.45,14.56,0
8,5.05,1.82,1,294,294,Car,2,357.71,29.66,31.49,30.54,114.08,3.82,-1.00,0
9,5.26,1.82,1,308,308,Car,2,410.22,32.84,34.83,33.41,26.27,0.79,-1.00,0
10,12.63,2.50,1,308,308,Truck,2,295.45,23.48,24.53,24.07,215.30,9.17,-1.00,0
11,5.86,2.12,1,312,312,Car,2,383.41,29.89,31.94,30.84,17.18,0.54,29.02,0
12,11.93,2.83,1,387,387,Car,2,370.57,23.26,24.87,24.01,61.76,2.63,603.83,0
13,5.81,1.92,2,137,136,Car,1,171.77,31.40,32.73,31.84,24.50,0.76,35.05,0
14,5.86,2.02,2,165,164,Car,2,201.89,29.89,31.92,30.99,33.27,1.11,-1.00,0
15,4.65,1.82,2,181,180,Car,2,255.63,35.31,36.36,35.74,-1.00,-1.00,-1.00,0
16,4.24,1.72,2,195,194,Car,2,238.23,29.87,31.23,30.88,31.02,1.00,2017.98,0
17,4.75,1.72,2,322,321,Car,2,403.69,30.19,33.57,31.56,7.28,0.23,5.94,1
18,4.85,1.77,4,275,272,Car,2,373.44,33.83,35.27,34.47,117.16,3.46,-1.00,0
19,5.66,2.02,10,300,291,Car,1,410.15,34.88,36.47,35.37,110.16,3.12,32.80,1
20,5.46,1.82,24,345,322,Car,1,410.60,31.51,33.32,31.99,16.53,0.49,235.80,0
21,5.36,1.82,33,328,296,Car,1,411.35,33.38,36.35,34.87,255.49,7.22,57.16,0
22,5.86,2.02,64,363,300,Car,1,410.89,33.35,35.24,34.37,37.83,1.07,193.14,0
23,4.75,1.82,78,419,342,Car,2,411.58,29.02,31.73,30.18,99.16,3.41,-1.00,0
24,6.27,2.12,99,391,293,Car,1,411.57,33.58,37.81,35.25,31.76,0.94,15.84,0
25,17.08,2.50,115,537,423,Truck,2,409.58,23.56,25.26,24.28,130.52,5.46,-1.00,0
26,5.15,1.72,117,409,293,Car,1,410.32,33.80,35.87,35.14,19.82,0.58,20.93,0
27,4.75,1.72,131,456,326,Car,1,410.54,30.47,32.87,31.59,380.69,11.59,40.54,0
28,6.06,2.02,137,420,284,Car,1,408.59,35.56,36.88,36.11,101.49,2.84,24.62,0
29,6.16,2.02,137,428,292,Car,1,408.88,34.47,35.57,35.14,20.59,0.59,24.50,0
30,5.15,1.92,150,464,315,Car,2,410.71,31.34,33.84,32.71,52.14,1.61,18.11,0
31,4.95,1.82,175,468,294,Car,1,409.64,34.26,36.73,34.96,51.21,1.40,264.15,0
32,5.66,2.02,191,507,317,Car,2,408.27,31.52,33.01,32.31,45.13,1.41,39.34,0
33,5.76,2.02,204,506,303,Car,1,410.00,33.15,35.35,33.96,36.54,1.03,-1.00,0
34,5.26,1.92,205,467,263,Car,1,402.97,35.81,40.28,38.47,58.64,1.60,17.47,0
35,5.56,1.92,205,506,302,Car,2,408.13,32.74,34.99,33.90,248.35,7.44,141.16,0
36,5.05,1.82,217,530,314,Car,2,409.59,32.11,33.52,32.72,25.35,0.76,22.27,0
37,5.66,2.02,259,531,273,Car,1,411.67,37.24,38.46,37.86,80.86,2.11,49.52,0
38,17.99,2.50,259,679,421,Truck,1,407.00,23.61,25.09,24.24,146.09,5.82,-1.00,0
39,5.15,1.82,279,569,291,Car,2,410.44,33.70,36.62,35.39,85.23,2.36,78.32,0
40,5.15,1.82,280,583,304,Car,2,410.95,33.25,35.05,33.93,67.81,1.96,53.53,0
41,5.05,1.82,301,589,289,Car,2,407.57,34.49,36.99,35.39,21.02,0.59,11.37,0
42,18.09,2.50,306,701,396,Truck,1,408.57,25.26,26.71,25.87,18.34,0.72,-1.00,0
43,9.70,2.50,321,752,432,Truck,1,407.97,22.91,24.34,23.67,52.09,2.15,-1.00,0
44,5.76,2.02,329,605,277,Car,2,411.17,36.26,40.05,37.26,25.46,0.69,7.81,1
45,4.95,1.82,335,631,297,Car,1,400.27,33.34,34.25,33.82,109.37,3.20,-1.00,1
46,5.15,2.02,340,646,307,Car,2,410.94,32.59,35.89,33.59,13.77,0.42,-1.00,0
47,7.28,2.50,346,640,295,Truck,1,398.65,33.14,34.51,33.91,6.70,0.20,17.22,1
48,5.86,1.92,358,713,356,Car,1,402.94,26.71,30.44,28.39,17.53,0.59,4.66,1
49,5.46,1.82,370,665,296,Car,1,408.24,32.91,37.47,34.61,26.16,0.76,11.65,0
50,6.27,2.22,373,686,314,Truck,2,408.69,31.47,34.40,32.67,36.27,1.15,-1.00,0
51,13.95,2.50,373,775,403,Truck,2,409.76,24.89,26.25,25.50,231.57,9.16,459.51,0
52,5.46,1.92,374,699,326,Car,1,410.50,31.21,32.04,31.59,5.40,0.17,6.68,1
53,4.95,1.72,386,669,284,Car,2,409.32,35.18,37.58,36.18,112.64,3.09,106.61,0
54,5.46,1.72,413,732,320,Car,2,409.11,31.48,33.83,32.08,44.38,1.41,-1.00,0
