id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,3.84,1.82,1,40,40,Car,1,39.80,25.40,25.79,25.60,-1.00,-1.00,-1.00,0
2,4.04,1.72,1,71,71,Car,1,82.02,29.29,29.54,29.38,33.65,1.14,9.37,0
3,4.85,1.92,1,136,136,Car,1,167.78,30.45,31.56,31.10,74.76,2.40,35.08,0
4,4.95,1.92,1,139,139,Car,2,157.43,28.31,28.83,28.56,76.04,2.68,-1.00,1
5,16.67,2.50,1,157,157,Truck,1,136.33,21.73,21.97,21.86,-1.00,-1.00,-1.00,0
6,3.74,1.82,1,158,158,Car,2,211.23,33.19,35.19,33.67,-1.00,-1.00,-1.00,0
7,5.26,2.02,1,168,168,Car,1,207.87,30.85,31.33,31.15,34.12,1.09,43.47,0
8,16.78,2.50,1,190,190,Truck,2,177.78,23.05,23.96,23.54,13.52,0.57,-1.00,0
9,4.14,1.72,1,203,203,Car,1,254.83,31.28,31.87,31.56,39.51,1.26,41.78,0
10,10.41,2.12,1,214,214,Car,1,183.58,21.34,21.76,21.56,34.70,1.62,-1.00,0
11,4.14,1.82,1,253,253,Car,2,311.45,30.80,31.08,30.92,132.05,4.27,53.12,0
12,5.15,1.92,1,254,254,Car,1,330.74,32.20,33.26,32.70,60.87,1.89,48.96,0
13,13.95,2.50,1,271,271,Truck,2,251.77,22.77,23.75,23.33,61.38,2.68,-1.00,0
14,5.05,1.92,1,282,282,Car,2,353.97,30.41,32.13,31.51,30.89,0.99,40.23,1
15,4.35,1.92,1,282,282,Car,1,370.73,31.93,33.98,33.00,-1.00,-1.00,-1.00,0
16,5.15,2.02,1,292,292,Car,2,395.10,32.39,36.01,33.96,29.49,0.87,14.61,0
17,8.29,2.50,1,301,301,Truck,1,271.24,22.17,22.97,22.61,71.29,3.19,56.10,0
18,16.78,2.50,1,307,307,Truck,2,287.60,22.89,24.36,23.51,19.21,0.79,40.10,0
19,12.94,2.50,1,340,340,Truck,1,324.04,23.00,24.53,23.90,21.78,0.93,16.02,0
20,14.86,2.50,1,352,352,Truck,2,348.15,24.25,25.51,24.81,21.60,0.87,-1.00,0
21,16.88,2.50,1,398,398,Truck,2,375.11,23.00,24.69,23.64,69.53,2.95,171.89,0
22,4.35,1.82,2,64,63,Car,2,83.08,33.42,33.81,33.60,-1.00,-1.00,-1.00,0
23,4.85,1.82,2,302,301,Car,1,365.59,30.15,31.27,30.49,31.26,1.00,-1.00,0
24,5.26,2.22,6,422,417,Car,1,408.69,23.14,25.99,24.57,71.81,3.03,49.95,0
25,7.38,2.32,28,357,330,Car,1,408.59,29.69,33.50,31.06,56.77,1.84,26.94,0
26,4.55,1.92,49,375,327,Car,1,411.21,28.70,34.85,31.54,13.72,0.46,12.80,0
27,4.75,1.92,59,369,311,Car,2,411.75,32.78,34.53,33.23,20.40,0.60,3.90,1
28,15.56,2.50,62,486,425,Truck,2,406.97,23.57,24.27,24.01,68.29,2.82,120.14,0
29,4.85,2.02,65,353,289,Car,1,409.29,34.49,37.13,35.53,94.63,2.69,29.00,0
30,4.04,1.72,79,387,309,Car,2,409.88,32.86,34.92,33.29,19.76,0.60,6.76,1
31,4.45,1.92,86,344,259,Car,2,412.37,38.90,41.41,39.99,80.96,1.99,17.18,0
32,3.84,1.82,116,434,319,Car,1,410.54,31.70,33.36,32.29,72.45,2.26,21.88,0
33,10.00,2.50,127,537,411,Truck,2,410.08,24.37,25.82,25.02,41.31,1.61,23.12,0
34,18.90,2.50,152,561,410,Truck,1,407.73,24.01,25.57,24.93,117.89,4.77,76.07,0
35,5.15,1.92,159,432,274,Car,2,411.36,36.57,38.37,37.68,64.50,1.68,16.57,1
36,4.75,2.02,175,511,337,Car,1,409.99,28.48,33.11,30.52,71.55,2.20,130.98,0
37,16.88,2.50,180,590,411,Truck,2,409.27,24.06,26.03,24.96,33.12,1.37,-1.00,0
38,4.24,1.92,222,569,348,Car,2,403.38,28.64,29.49,29.07,87.36,2.97,65.33,0
39,4.95,2.12,242,537,296,Car,1,411.37,34.20,35.89,34.88,248.17,6.94,203.04,0
40,4.55,1.92,247,605,359,Car,2,412.57,28.24,29.20,28.83,26.32,0.90,54.28,0
41,4.55,1.72,274,572,299,Car,2,411.56,33.82,36.04,34.54,167.24,4.94,-1.00,0
42,5.26,2.02,281,587,307,Car,1,410.41,32.03,34.46,33.53,92.89,2.82,20.91,0
43,3.74,1.72,295,579,285,Car,1,411.14,35.15,36.80,36.23,54.66,1.55,23.78,0
44,4.24,1.72,298,596,299,Car,2,411.03,33.56,35.67,34.50,27.45,0.80,5.10,1
45,16.98,2.50,313,749,437,Truck,1,408.82,22.95,24.13,23.45,146.40,6.06,-1.00,0
46,4.45,1.92,318,666,349,Car,1,410.98,28.83,30.52,29.53,46.93,1.54,-1.00,0
47,16.17,2.50,341,732,392,Truck,2,375.05,23.09,25.05,24.00,108.81,4.67,-1.00,0
48,4.95,1.92,355,669,315,Car,2,410.98,31.69,33.97,32.73,71.23,2.24,18.99,0
49,16.78,2.50,368,795,428,Truck,2,409.75,22.78,25.52,24.00,42.34,1.84,-1.00,0
50,17.08,2.50,408,844,437,Truck,1,409.29,22.98,24.12,23.48,69.67,3.01,186.45,0
51,7.07,2.50,410,766,357,Truck,1,407.56,27.73,30.35,28.63,101.77,3.37,310.33,0
52,6.87,2.43,455,806,352,Truck,2,407.23,28.13,29.90,29.02,118.51,4.21,-1.00,0
53,6.37,2.43,467,779,313,Truck,2,409.24,31.43,34.08,32.81,221.83,7.05,-1.00,0
54,4.55,1.92,485,789,305,Car,1,403.48,32.47,34.08,33.20,31.45,0.96,6.66,1
55,13.64,2.50,507,953,447,Truck,1,410.19,22.51,23.56,23.00,82.25,3.50,-1.00,0
56,4.75,1.92,541,853,313,Car,1,410.67,32.24,33.77,32.92,70.86,2.19,-1.00,0
57,17.08,2.50,550,972,423,Truck,2,408.54,22.78,25.80,24.21,151.05,6.56,-1.00,0
58,16.98,2.50,556,964,409,Truck,1,407.78,24.26,25.91,25.00,77.56,2.99,-1.00,0
