id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,20.31,2.50,1,68,68,Truck,1,71.26,26.21,26.98,26.64,-1.00,-1.00,-1.00,0
2,4.45,1.82,1,124,124,Car,1,184.64,37.14,38.19,37.57,126.15,3.37,81.26,1
3,16.78,2.50,1,130,130,Truck,2,129.11,24.83,25.23,25.05,-1.00,-1.00,-1.00,0
4,4.45,1.82,1,146,146,Car,2,181.02,30.83,32.09,31.25,-1.00,-1.00,-1.00,0
5,6.87,2.53,1,177,177,Truck,2,175.89,24.23,25.68,25.00,40.32,1.64,595.07,0
6,4.95,1.92,1,208,208,Car,1,299.36,35.27,37.09,36.19,112.28,3.18,-1.00,0
7,6.27,2.50,1,218,218,Truck,1,212.27,24.30,24.72,24.47,111.31,4.58,-1.00,0
8,17.08,2.50,1,314,314,Truck,1,278.65,22.07,22.59,22.27,48.43,2.19,-1.00,0
9,16.88,2.50,1,374,374,Truck,1,331.41,21.60,22.53,22.22,35.74,1.64,224.99,0
10,4.75,1.82,2,36,35,Car,1,52.79,38.48,39.56,39.01,-1.00,-1.00,-1.00,0
11,4.35,1.82,2,37,36,Car,1,49.75,35.43,35.98,35.70,-1.00,-1.00,-1.00,0
12,4.85,1.82,2,214,213,Car,2,207.43,23.62,25.96,24.47,27.16,1.15,-1.00,0
13,4.45,1.82,44,290,247,Car,2,411.46,41.56,42.07,41.84,235.71,5.66,24.25,0
14,9.30,2.50,61,465,405,Truck,1,408.16,25.16,25.56,25.27,184.34,7.21,-1.00,0
15,4.65,1.92,63,302,240,Car,2,402.79,41.36,42.47,42.16,22.44,0.53,39.53,0
16,7.07,2.50,63,432,370,Truck,2,408.71,27.28,28.44,27.70,236.40,8.60,73.89,0
17,5.26,2.02,94,366,273,Car,2,401.97,36.77,37.39,36.97,47.01,1.27,-1.00,0
18,16.57,2.50,106,513,408,Truck,1,408.90,24.87,25.69,25.13,122.78,4.92,44.93,0
19,4.95,2.12,122,442,321,Car,1,402.15,30.18,33.57,31.43,16.76,0.53,2.76,1
20,4.55,2.02,131,414,284,Car,1,402.07,35.27,35.90,35.54,-1.00,-1.00,-1.00,0
21,4.55,1.82,187,563,377,Car,1,409.08,25.17,30.63,27.21,47.21,1.82,13.92,0
22,4.65,2.02,201,512,312,Car,1,409.69,31.67,35.26,32.95,56.52,1.73,7.80,0
23,17.08,2.50,345,745,401,Truck,1,408.35,25.31,25.85,25.53,164.07,6.41,1174.46,0
24,5.26,2.02,380,673,294,Car,2,410.92,34.81,35.44,35.07,332.01,9.37,47.55,1
25,4.75,1.82,400,788,389,Car,1,403.92,24.96,27.52,26.04,45.41,1.76,31.50,0
26,6.57,2.22,401,753,353,Car,2,410.22,28.90,29.63,29.15,25.97,0.89,439.51,0
27,4.55,1.82,429,664,236,Car,1,409.45,42.21,44.89,43.59,257.62,5.89,22.36,0
28,4.95,1.92,491,794,304,Car,2,410.44,33.04,34.99,33.88,-1.00,-1.00,-1.00,0
29,16.98,2.50,497,955,459,Truck,1,409.88,20.87,23.92,22.38,85.14,4.07,-1.00,0
30,4.45,1.92,511,802,292,Car,1,409.82,34.71,35.58,35.23,180.83,5.14,-1.00,1
31,4.65,1.92,511,824,314,Car,2,404.42,32.02,32.91,32.32,23.19,0.72,-1.00,0
32,12.63,2.83,511,856,346,Car,1,410.85,29.50,30.37,29.79,14.23,0.48,-1.00,0
33,4.45,1.92,534,985,452,Car,1,411.28,22.21,23.44,22.81,19.46,0.87,13.44,0
34,6.67,2.22,545,943,399,Car,2,410.67,25.66,26.10,25.80,160.34,6.14,-1.00,0
35,4.55,1.92,573,1029,457,Car,1,410.88,21.50,24.77,22.53,27.71,1.23,23.24,0
36,5.05,1.92,632,903,272,Car,2,403.75,36.92,37.68,37.27,-1.00,-1.00,-1.00,0
37,4.85,1.92,637,938,302,Car,2,410.01,32.63,35.74,34.06,45.02,1.32,5.42,1
38,4.55,2.02,704,995,292,Car,1,411.39,35.04,35.87,35.36,192.16,5.48,36.48,1
39,7.98,2.50,708,1130,423,Truck,1,408.99,24.05,24.50,24.23,26.80,1.10,-1.00,0
40,4.55,2.02,718,1006,289,Car,2,412.07,35.46,36.26,35.79,92.33,2.57,55.99,0
