id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,3.74,1.82,1,97,97,Car,2,146.10,38.03,38.36,38.11,-1.00,-1.00,-1.00,0
2,13.14,2.50,1,127,127,Truck,2,129.57,25.29,26.04,25.74,-1.00,-1.00,-1.00,0
3,5.05,2.02,1,134,134,Car,1,231.68,43.12,43.84,43.59,-1.00,-1.00,-1.00,0
4,16.17,2.50,1,153,153,Truck,1,138.83,22.60,23.06,22.85,-1.00,-1.00,-1.00,0
5,4.14,1.82,1,162,162,Car,2,202.03,30.21,31.96,31.40,46.01,1.46,8.38,0
6,4.24,2.02,1,198,198,Car,2,275.71,30.58,39.26,35.00,41.09,1.26,8.73,1
7,16.98,2.50,1,235,235,Truck,1,224.24,22.92,24.86,23.97,59.22,2.49,37.77,0
8,4.24,1.92,2,252,251,Car,2,347.63,34.07,35.19,34.78,63.24,1.82,15.57,0
9,4.65,2.02,47,351,305,Car,2,412.45,32.44,35.69,33.94,121.60,3.75,388.42,0
10,5.05,2.02,82,378,297,Car,2,412.14,33.34,36.41,34.83,34.06,0.94,55.91,0
11,4.55,1.92,90,474,385,Car,1,409.38,24.86,28.57,26.67,243.07,8.88,54.60,0
12,4.04,1.92,106,360,255,Car,2,412.31,38.67,42.90,40.62,-1.00,-1.00,-1.00,0
13,4.75,1.92,155,500,346,Car,1,411.25,27.14,32.36,29.82,23.40,0.85,8.77,0
14,6.27,2.83,185,490,306,Car,1,401.91,32.39,33.88,32.96,7.78,0.24,2.02,1
15,4.55,1.92,188,476,289,Car,2,411.04,33.85,36.80,35.70,123.52,3.65,285.10,1
16,17.18,2.50,216,622,407,Truck,2,411.29,24.12,26.68,25.34,21.94,0.90,-1.00,0
17,8.08,2.50,238,650,413,Truck,1,409.15,23.94,25.77,24.87,63.95,2.52,-1.00,0
18,8.19,2.02,253,662,410,Car,2,413.11,24.19,26.71,25.26,29.36,1.21,-1.00,0
19,4.75,2.02,322,603,282,Car,2,410.49,35.26,37.92,36.55,342.38,9.71,-1.00,0
20,4.45,1.92,347,689,343,Car,2,409.21,29.34,30.48,29.92,28.70,0.96,9.05,0
21,6.27,2.22,435,760,326,Car,2,411.06,30.23,32.76,31.63,86.16,2.66,32.65,0
22,17.08,2.50,454,857,404,Truck,1,407.44,24.15,26.31,25.29,187.39,7.39,118.72,0
23,4.85,1.92,512,776,265,Car,2,411.08,37.38,39.83,38.95,267.40,6.92,370.08,0
24,4.75,2.12,552,871,320,Car,2,411.72,30.48,33.80,32.27,139.76,4.38,-1.00,0
25,4.95,2.02,567,836,270,Car,2,410.99,35.96,39.96,38.22,78.57,2.18,136.19,0
26,7.68,2.32,592,877,286,Car,1,408.08,34.21,37.33,35.81,61.18,1.72,5.63,1
27,5.66,2.22,612,876,265,Car,2,410.87,37.04,41.02,38.93,56.40,1.44,79.11,0
28,4.75,1.92,619,902,284,Car,1,407.52,34.98,37.52,36.02,32.35,0.89,17.12,0
29,4.14,1.82,693,1077,385,Car,2,411.22,26.01,27.68,26.78,18.42,0.67,-1.00,0
30,4.85,1.82,706,962,257,Car,2,410.60,38.53,41.11,40.12,137.10,3.34,657.06,0
31,4.45,1.92,724,1001,278,Car,1,410.94,35.64,38.60,37.10,137.32,3.73,48.29,0
32,4.85,1.92,725,983,259,Car,2,412.27,38.31,41.07,39.97,24.57,0.63,743.24,0
33,16.67,2.50,731,1144,414,Truck,1,408.15,23.64,25.91,24.72,187.06,7.21,228.32,0
34,4.95,1.92,748,1128,381,Car,2,412.29,26.16,28.06,27.13,51.29,1.83,67.00,0
35,5.46,1.92,769,1049,281,Car,2,400.42,34.28,36.91,35.77,59.71,1.74,-1.00,1
36,4.55,1.82,784,1066,283,Car,2,405.18,34.80,39.05,35.94,18.47,0.52,14.47,0
37,3.74,1.82,798,1163,366,Car,2,410.80,27.54,29.07,28.16,37.20,1.28,26.98,0
38,4.55,1.92,805,1086,282,Car,2,402.72,33.78,38.47,35.86,22.10,0.62,29.80,0
39,6.06,2.12,840,1191,352,Car,2,409.41,28.85,29.41,29.17,27.03,0.93,21.96,0
40,5.05,2.02,907,1173,267,Car,2,411.31,37.82,39.43,38.68,43.06,1.09,4.34,1
41,4.85,1.92,944,1159,216,Car,1,400.62,44.70,48.52,46.61,81.46,1.77,3.69,1
42,4.65,1.92,950,1258,309,Car,2,411.29,32.07,34.43,33.40,61.75,1.92,17.71,0
43,4.95,1.92,968,1249,282,Car,2,409.39,35.16,37.58,36.44,92.40,2.60,-1.00,0
44,4.95,2.02,1044,1338,295,Car,2,411.26,33.78,35.57,34.99,109.22,3.07,96.77,0
45,4.65,1.82,1098,1512,415,Car,2,405.29,23.23,25.95,24.48,30.34,1.30,-1.00,0
46,4.24,1.92,1111,1407,297,Car,2,410.11,34.03,34.95,34.66,87.44,2.50,-1.00,1
47,4.45,1.92,1116,1463,348,Car,1,410.54,28.20,30.88,29.59,371.88,12.05,51.49,0
48,5.05,2.02,1180,1458,279,Car,2,400.35,34.44,36.62,36.02,87.59,2.51,745.54,0
49,4.55,1.92,1185,1542,358,Car,1,408.85,27.09,30.10,28.65,79.94,2.65,-1.00,0
50,4.85,1.92,1205,1490,286,Car,2,411.49,34.72,37.10,36.11,32.74,0.93,36.26,0
51,4.45,2.12,1235,1530,296,Car,2,400.90,33.69,34.42,33.98,21.02,0.61,2.34,0
52,3.94,1.82,1239,1564,326,Car,1,403.62,30.48,31.77,31.06,29.04,0.95,8.43,0
53,4.85,1.92,1259,1514,256,Car,2,412.59,38.06,41.72,40.51,33.72,0.82,8.17,0
54,4.85,1.92,1308,1574,267,Car,2,411.26,34.12,41.17,38.68,69.19,2.02,141.95,0
