id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,5.05,1.92,1,78,78,Car,1,99.64,32.11,32.58,32.40,-1.00,-1.00,-1.00,0
2,4.45,1.92,1,85,85,Car,2,93.99,27.67,28.56,28.05,-1.00,-1.00,-1.00,0
3,5.26,1.82,1,101,101,Car,2,136.14,33.23,35.15,34.11,-1.00,-1.00,-1.00,0
4,5.15,1.92,1,142,142,Car,1,187.86,33.18,33.53,33.34,21.61,0.64,8.81,0
5,13.64,2.50,1,153,153,Truck,1,138.62,22.12,23.25,22.81,-1.00,-1.00,-1.00,0
6,9.40,2.50,1,157,157,Truck,1,151.70,23.81,24.75,24.33,19.13,0.79,-1.00,0
7,4.14,1.82,1,155,155,Car,1,199.63,32.12,32.94,32.43,12.99,0.39,-1.00,0
8,7.48,2.22,1,162,162,Car,2,225.87,34.51,36.81,35.11,78.80,2.25,63.10,0
9,6.37,2.22,1,181,181,Car,1,209.01,26.66,31.36,29.04,20.12,0.74,5.86,0
10,5.96,2.32,1,181,181,Car,1,247.44,33.68,36.38,34.38,22.23,0.66,10.11,0
11,6.47,2.63,1,193,193,Car,2,275.92,34.04,38.23,35.97,40.92,1.09,47.11,0
12,4.85,2.02,1,206,206,Car,1,248.21,28.28,31.86,30.28,23.51,0.81,10.60,0
13,4.65,2.02,1,220,220,Car,1,216.55,24.15,25.14,24.73,21.41,0.88,13.60,0
14,5.41,2.02,1,261,261,Car,2,335.53,27.90,35.91,32.29,55.04,1.97,-1.00,0
15,4.55,1.92,1,285,285,Car,2,391.64,33.04,36.87,34.50,-1.00,-1.00,-1.00,0
16,4.95,1.82,1,302,302,Car,2,373.79,29.46,34.75,31.06,30.11,1.02,18.41,0
17,6.37,2.50,1,361,361,Truck,1,364.78,24.19,26.74,25.34,132.17,5.24,83.95,0
18,4.70,1.92,2,118,117,Car,1,146.91,31.02,32.38,31.70,-1.00,-1.00,-1.00,1
19,9.20,2.50,2,193,192,Truck,1,185.36,22.74,25.19,24.28,27.07,1.14,17.00,0
20,3.94,1.82,2,290,289,Car,1,380.00,30.88,35.24,33.00,101.73,3.17,27.06,0
21,4.75,1.82,20,327,308,Car,1,401.55,30.18,35.20,32.71,46.89,1.39,85.12,0
22,4.55,1.82,22,343,322,Car,2,411.12,31.51,34.07,32.05,48.67,1.53,25.37,0
23,8.08,2.02,30,412,383,Car,1,408.39,24.09,30.04,26.74,41.54,1.68,19.77,0
24,4.85,1.92,56,333,278,Car,2,411.14,34.97,39.25,37.12,69.61,1.81,32.02,0
25,5.15,2.02,101,396,296,Car,1,409.51,32.06,37.51,34.72,77.62,2.34,24.87,0
26,4.55,1.92,195,474,280,Car,2,408.57,34.47,37.88,36.64,194.39,5.51,-1.00,0
27,5.26,1.92,209,536,328,Car,2,411.76,29.54,33.87,31.50,231.40,7.82,-1.00,0
28,11.82,2.50,227,627,401,Truck,2,410.11,23.82,27.57,25.65,-1.00,-1.00,-1.00,0
29,4.95,1.82,255,564,310,Car,2,411.56,32.32,33.75,33.32,31.66,0.94,17.20,0
30,4.55,1.72,262,522,261,Car,2,396.91,36.16,40.47,38.15,71.54,1.81,46.97,0
31,4.24,1.82,287,547,261,Car,1,409.44,36.74,42.41,39.39,225.68,5.68,29.10,1
32,18.60,2.50,295,723,429,Truck,1,405.87,22.25,25.32,23.71,47.13,1.98,722.60,0
33,4.55,1.82,310,598,289,Car,2,412.00,33.48,38.14,35.79,46.59,1.23,10.44,0
34,3.84,1.72,310,601,292,Car,1,402.97,31.80,37.52,34.63,45.61,1.25,66.92,1
35,5.15,2.02,340,561,222,Car,1,409.40,44.21,48.52,46.34,74.16,1.54,9.57,0
36,6.37,2.32,369,694,326,Car,1,409.26,29.44,33.64,31.49,81.68,2.42,-1.00,0
37,10.11,2.50,373,800,428,Truck,1,405.21,22.45,25.20,23.73,59.26,2.61,88.46,0
38,6.27,2.93,403,793,391,Truck,2,410.97,24.41,28.45,26.35,167.45,6.64,-1.00,0
39,4.65,1.97,433,737,305,Car,1,409.13,31.98,35.84,33.66,50.53,1.56,17.79,0
40,9.60,2.50,443,866,424,Truck,1,408.33,22.89,25.69,24.14,49.66,2.16,56.58,0
41,4.85,1.92,466,777,312,Car,1,410.23,30.90,35.11,32.99,42.13,1.21,202.49,0
42,5.46,2.02,481,726,246,Car,1,405.06,39.32,43.94,41.36,255.96,5.82,-1.00,0
43,5.46,2.02,483,805,323,Car,2,409.61,30.23,33.80,31.81,233.05,7.70,-1.00,0
44,4.45,1.82,534,856,323,Car,1,409.06,29.59,34.38,31.77,89.56,2.61,1259.05,0
45,5.36,1.92,541,803,263,Car,2,403.54,37.45,39.39,38.56,-1.00,-1.00,-1.00,0
