id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.65,1.92,1,59,59,Car,1,88.02,37.91,38.18,38.05,-1.00,-1.00,-1.00,0
2,21.83,2.50,1,62,62,Truck,2,60.26,24.26,25.36,24.80,-1.00,-1.00,-1.00,0
3,5.05,2.12,1,79,79,Car,1,116.41,37.06,37.67,37.38,30.42,0.80,-1.00,0
4,4.85,1.82,1,90,90,Car,2,127.40,34.65,37.11,35.84,-1.00,-1.00,-1.00,0
5,5.76,2.22,1,114,114,Car,1,148.65,32.63,33.45,32.93,-1.00,-1.00,-1.00,0
6,4.75,1.92,1,114,114,Car,2,154.16,33.09,35.21,34.16,43.10,1.25,92.83,0
7,4.85,1.92,1,142,142,Car,1,193.09,33.33,35.06,34.27,64.34,1.83,-1.00,0
8,4.85,1.92,1,190,190,Car,2,258.74,32.21,35.97,34.25,38.53,1.10,1193.24,0
9,4.85,1.82,1,192,192,Car,1,277.33,34.61,38.05,36.32,104.93,2.92,22.89,0
10,11.62,2.50,1,196,196,Truck,1,181.40,22.58,24.10,23.28,-1.00,-1.00,-1.00,0
11,4.95,1.92,1,236,236,Car,2,315.04,31.85,36.16,33.54,49.91,1.56,-1.00,0
12,5.05,2.02,1,244,244,Car,1,332.78,33.11,36.39,34.24,25.49,0.72,1.95,1
13,19.81,2.50,1,255,255,Truck,2,258.20,24.05,26.87,25.43,177.12,7.16,-1.00,0
14,11.32,2.50,1,270,270,Truck,1,234.50,20.93,22.53,21.80,41.46,1.84,-1.00,0
15,4.95,1.92,1,270,270,Car,1,367.62,31.62,37.58,34.18,25.88,0.76,28.57,0
16,4.24,1.82,1,301,301,Car,2,374.87,29.25,34.12,31.27,56.84,1.94,-1.00,0
17,17.38,2.50,1,317,317,Truck,1,275.87,21.01,22.53,21.83,23.77,1.11,76.77,0
18,5.05,1.92,2,160,159,Car,2,215.19,32.45,35.87,34.09,56.62,1.70,-1.00,0
19,4.75,1.82,20,80,61,Car,2,81.65,32.98,35.02,34.01,-1.00,-1.00,-1.00,0
20,5.15,1.92,34,340,307,Car,2,401.49,31.49,34.53,32.84,56.50,1.67,217.09,1
21,17.48,2.50,42,425,384,Truck,2,387.50,23.83,27.34,25.31,65.52,2.56,-1.00,1
22,5.66,2.53,58,446,389,Car,2,401.98,23.80,30.79,25.92,9.56,0.38,9.18,0
23,15.16,2.50,60,506,447,Truck,2,409.12,21.41,24.90,22.94,33.48,1.42,-1.00,0
24,4.04,1.82,77,382,306,Car,2,403.77,30.03,36.10,33.11,50.22,1.63,110.94,1
25,9.30,2.02,90,499,410,Car,2,409.88,23.45,27.15,25.07,21.23,0.90,-1.00,0
26,5.15,2.12,97,424,328,Car,1,410.37,29.43,33.65,31.39,121.15,3.95,12.58,0
27,4.45,1.92,99,392,294,Car,1,409.84,32.20,37.78,34.98,157.04,4.58,44.70,1
28,4.95,1.92,111,408,298,Car,2,401.88,30.05,40.62,33.86,35.58,1.07,22.01,0
29,4.35,1.92,111,425,315,Car,1,410.06,30.27,35.37,32.66,16.26,0.51,187.24,0
30,4.55,1.82,116,399,284,Car,1,402.89,31.75,36.87,35.60,11.04,0.33,7.03,1
31,5.15,2.02,122,524,403,Car,2,410.35,23.66,26.97,25.53,20.64,0.78,30.18,0
32,5.66,2.02,138,451,314,Car,2,401.83,28.97,38.07,32.11,27.52,0.95,-1.00,0
33,4.75,1.82,144,542,399,Car,2,410.34,24.20,28.03,25.78,15.29,0.54,12.29,0
34,15.16,2.50,153,593,441,Truck,2,408.18,20.87,24.77,23.20,64.48,2.88,533.67,0
35,4.85,1.82,157,480,324,Car,1,409.42,30.17,33.82,31.70,58.55,1.73,194.83,0
36,5.36,2.02,159,478,320,Car,2,401.78,28.42,36.87,31.51,18.04,0.63,-1.00,0
37,4.75,1.92,169,548,380,Car,2,403.30,24.47,31.43,26.62,11.97,0.41,11.39,1
38,10.31,2.50,176,571,396,Truck,1,407.73,23.95,27.69,25.81,36.08,1.45,-1.00,0
39,4.65,1.92,185,515,331,Car,2,411.50,28.62,34.25,31.20,25.68,0.87,-1.00,0
40,4.75,1.92,194,577,384,Car,2,403.19,25.03,31.20,26.33,18.64,0.74,20.89,0
41,4.75,1.92,204,534,331,Car,2,411.28,27.79,34.50,31.17,16.54,0.59,605.26,0
42,5.15,2.22,205,509,305,Car,1,403.37,30.04,36.98,33.18,37.23,1.21,15.15,1
43,17.79,2.50,221,676,456,Truck,2,409.79,21.25,24.70,22.52,41.28,1.94,-1.00,0
44,4.65,1.82,239,538,300,Car,1,409.98,32.46,36.53,34.29,28.60,0.87,12.19,0
45,3.74,1.72,241,610,370,Car,2,411.44,27.22,30.78,27.90,24.11,0.86,13.73,0
46,5.15,1.92,264,721,458,Car,2,410.55,20.93,24.66,22.46,32.40,1.54,-1.00,0
47,4.75,2.02,266,525,260,Car,1,408.77,37.12,42.21,39.48,198.79,4.88,33.13,0
48,4.85,1.92,266,631,366,Car,2,410.54,26.88,30.61,28.13,64.58,2.31,-1.00,0
49,4.55,1.82,267,566,300,Car,1,410.45,32.20,36.38,34.33,32.37,0.99,52.49,0
