id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,5.15,1.82,1,42,42,Car,2,56.10,33.70,35.10,34.38,-1.00,-1.00,-1.00,0
2,17.58,2.50,1,50,50,Truck,2,50.18,24.97,26.59,25.76,-1.00,-1.00,-1.00,0
3,5.05,1.92,1,59,59,Car,2,82.45,35.22,36.18,35.65,28.14,0.78,19.60,1
4,5.05,1.92,1,79,79,Car,2,104.48,32.91,34.13,33.56,13.62,0.40,-1.00,0
5,4.65,1.72,1,79,79,Car,2,75.99,23.94,24.94,24.41,21.47,0.89,-1.00,0
6,8.08,2.50,1,90,90,Truck,1,87.92,24.44,24.94,24.73,-1.00,-1.00,-1.00,0
7,4.55,1.82,1,103,103,Car,1,132.28,32.00,32.88,32.44,-1.00,-1.00,-1.00,0
8,14.05,2.50,1,138,138,Truck,1,117.01,21.06,21.63,21.37,-1.00,-1.00,-1.00,0
9,5.05,2.12,1,150,150,Car,1,199.61,33.08,34.09,33.52,58.27,1.75,46.62,0
10,4.45,1.82,1,157,157,Car,2,223.78,34.43,37.15,35.90,56.02,1.53,16.59,0
11,4.85,2.02,1,170,170,Car,1,229.66,33.39,35.18,34.00,21.43,0.64,22.49,0
12,3.84,1.72,1,178,178,Car,1,243.49,32.56,35.35,34.42,12.48,0.37,10.02,0
13,4.95,2.02,1,236,236,Car,1,322.45,32.95,35.60,34.32,66.13,1.91,75.11,0
14,19.30,2.50,1,270,270,Truck,1,234.97,21.00,22.43,21.85,31.63,1.41,123.04,0
15,5.36,2.12,1,279,279,Car,1,364.09,30.89,33.77,32.76,35.49,1.05,-1.00,1
16,5.26,2.12,1,306,306,Car,2,395.72,30.56,34.55,32.46,75.80,2.48,-1.00,0
17,4.85,1.92,1,317,317,Car,1,400.88,31.18,32.06,31.73,21.54,0.68,-1.00,0
18,19.50,2.50,1,335,335,Truck,2,337.56,23.77,27.28,25.28,242.62,9.96,-1.00,0
19,7.58,2.50,1,364,364,Truck,1,356.75,23.36,26.08,24.58,37.99,1.53,220.08,0
20,4.65,1.92,1,378,378,Car,1,374.26,22.97,26.27,24.83,6.27,0.26,6.73,0
21,12.63,2.50,1,440,440,Truck,1,381.25,20.63,24.11,21.72,28.42,1.24,27.15,0
22,12.63,2.50,1,468,468,Truck,1,408.34,20.44,24.03,21.87,10.12,0.47,13.78,0
23,7.68,2.53,2,116,115,Car,2,146.19,31.02,33.11,32.11,34.98,1.12,-1.00,0
24,5.26,2.22,2,151,150,Car,1,158.09,26.26,26.94,26.54,47.11,1.79,25.78,0
25,8.19,2.50,2,205,204,Truck,1,181.12,21.54,22.77,22.32,52.49,2.36,44.72,0
26,4.55,1.72,2,225,224,Car,2,313.42,33.31,37.13,35.17,85.94,2.58,-1.00,0
27,17.38,2.50,2,364,363,Truck,1,316.25,20.96,22.99,21.85,82.85,3.68,113.99,0
28,3.94,1.92,15,376,362,Car,1,411.42,27.82,29.02,28.50,10.55,0.37,9.90,1
29,4.45,2.02,16,333,318,Car,2,410.12,31.00,34.15,32.36,28.44,0.91,105.10,0
30,4.65,1.92,22,343,322,Car,1,411.22,31.51,33.64,32.05,23.29,0.70,11.32,0
31,4.75,1.92,26,312,287,Car,2,412.16,33.86,36.86,36.05,351.97,10.21,-1.00,0
32,17.38,2.50,28,440,413,Truck,2,411.03,23.47,26.49,24.95,79.77,3.39,-1.00,0
33,4.95,1.92,34,289,256,Car,1,339.51,32.77,33.86,33.27,14.57,0.43,131.05,0
34,5.05,2.02,53,435,383,Car,2,412.23,25.45,28.65,26.99,42.52,1.67,-1.00,0
35,3.64,1.72,59,341,283,Car,2,404.82,33.59,37.91,35.91,40.11,1.19,185.72,0
36,17.28,2.50,59,531,473,Truck,1,408.19,20.40,23.83,21.63,34.03,1.56,31.86,0
37,4.35,1.92,61,398,338,Car,1,410.53,26.62,32.85,30.46,17.66,0.65,4.41,0
38,4.75,2.02,88,435,348,Car,1,409.47,27.84,30.79,29.51,29.44,0.95,21.81,0
