id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.85,1.92,1,45,45,Car,2,62.67,35.66,35.87,35.76,-1.00,-1.00,-1.00,0
2,17.18,2.50,1,85,85,Truck,1,86.91,25.90,25.93,25.92,-1.00,-1.00,-1.00,0
3,5.05,2.02,1,104,104,Car,1,140.89,34.00,34.31,34.24,-1.00,-1.00,-1.00,0
4,6.37,2.22,1,102,102,Car,2,140.13,34.34,35.19,34.74,73.14,2.10,17.20,0
5,19.30,2.50,1,89,89,Truck,1,92.39,26.20,26.33,26.29,-1.00,-1.00,-1.00,0
6,16.98,2.50,1,147,147,Truck,1,143.19,24.33,24.60,24.54,40.83,1.67,-1.00,0
7,4.35,1.82,1,147,147,Car,2,146.76,25.03,25.27,25.16,25.99,1.03,140.19,0
8,4.14,1.87,1,150,150,Car,1,204.15,33.91,34.58,34.29,51.86,1.51,791.01,0
9,13.34,2.50,1,159,159,Truck,1,172.30,26.81,27.58,27.28,39.28,1.44,32.19,0
10,17.18,2.50,1,179,179,Truck,1,172.81,24.17,24.33,24.28,12.26,0.50,-1.00,0
11,7.58,2.32,1,176,176,Car,2,266.25,37.83,38.49,38.07,106.25,2.79,34.09,0
12,5.36,2.02,1,188,188,Car,2,311.80,40.72,42.81,41.72,175.75,4.23,48.46,0
13,4.65,1.92,1,189,189,Car,2,191.00,25.20,25.85,25.42,37.77,1.48,103.14,0
14,7.58,2.50,1,203,203,Truck,2,206.61,25.00,25.77,25.56,17.73,0.69,45.58,0
15,3.84,1.82,1,266,266,Car,1,329.22,30.37,32.13,31.06,34.98,1.10,10.68,0
16,17.38,2.50,1,357,357,Truck,1,345.96,24.24,24.37,24.31,155.51,6.38,1394.25,0
17,13.54,2.43,2,53,52,Car,2,61.38,29.87,30.49,30.18,-1.00,-1.00,-1.00,0
18,16.98,2.50,2,53,52,Truck,2,51.30,24.94,25.52,25.23,-1.00,-1.00,-1.00,0
19,4.85,1.92,2,81,80,Car,2,121.98,38.49,38.73,38.66,51.59,1.33,18.18,0
20,8.69,2.50,2,95,94,Truck,2,94.49,25.30,25.82,25.46,33.86,1.33,87.74,0
21,4.85,1.82,2,116,115,Car,2,115.19,25.02,25.53,25.30,16.28,0.64,-1.00,0
22,13.90,2.50,2,241,240,Truck,1,271.47,28.36,28.48,28.41,78.30,2.75,47.39,0
23,4.75,1.92,3,290,288,Car,2,402.40,34.71,35.50,35.07,96.51,2.78,-1.00,1
24,12.18,2.50,23,442,420,Truck,1,408.42,24.23,24.50,24.38,70.77,2.89,429.97,0
25,4.30,1.82,39,253,215,Car,1,400.76,45.87,47.31,46.84,197.58,4.21,15.95,0
26,17.48,2.50,41,439,399,Truck,2,408.57,25.55,25.84,25.68,81.14,3.17,-1.00,0
27,17.18,2.50,47,444,398,Truck,2,386.85,24.19,24.54,24.37,220.13,8.97,-1.00,0
28,10.51,2.50,83,482,400,Truck,2,407.96,25.43,25.75,25.57,32.94,1.29,-1.00,0
29,4.55,1.87,86,355,270,Car,1,404.31,35.19,38.94,37.59,84.21,2.19,24.16,1
30,4.55,1.92,90,395,306,Car,1,409.96,33.07,34.00,33.62,35.45,1.05,59.16,0
31,5.15,2.02,117,365,249,Car,1,402.87,39.74,41.88,40.64,32.01,0.79,9.61,0
32,4.75,1.92,125,397,273,Car,2,402.86,36.74,37.61,37.06,162.36,4.41,89.43,0
33,20.82,2.50,147,537,391,Truck,2,383.09,23.79,25.16,24.57,71.90,2.91,96.34,0
34,4.65,1.92,154,433,280,Car,1,408.08,36.33,36.82,36.59,50.80,1.38,18.14,0
35,5.15,2.02,164,414,251,Car,2,411.38,39.40,44.29,41.17,14.37,0.36,6.31,0
36,5.26,2.02,187,437,251,Car,1,403.19,39.55,40.57,40.34,106.34,2.68,-1.00,0
37,4.90,1.92,190,474,285,Car,1,408.72,35.74,36.42,35.99,47.99,1.33,-1.00,0
38,4.85,1.92,206,439,234,Car,2,408.79,43.71,44.30,43.89,38.01,0.87,2.22,2
39,5.26,2.02,211,464,254,Car,1,401.31,39.26,40.28,39.68,30.95,0.79,-1.00,0
40,7.78,2.37,217,527,311,Car,1,411.15,31.95,33.66,33.18,104.34,3.10,11.17,0
41,4.65,1.92,221,555,335,Car,2,410.03,30.10,31.09,30.71,23.99,0.77,16.88,0
42,4.75,2.02,240,478,239,Car,2,402.08,41.89,42.88,42.26,63.72,1.51,61.76,0
43,4.95,2.02,241,528,288,Car,1,411.06,35.13,36.79,35.83,70.84,2.01,-1.00,0
44,4.65,2.02,242,543,302,Car,2,411.22,31.44,36.91,34.18,17.25,0.52,7.81,1
45,4.95,1.92,266,588,323,Car,2,403.44,30.98,31.68,31.34,25.13,0.80,35.75,0
46,6.06,2.43,283,576,294,Car,2,409.95,33.50,36.93,35.00,40.86,1.16,46.59,0
47,4.95,2.02,291,532,242,Car,1,409.91,41.20,43.57,42.54,101.03,2.37,29.93,0
48,3.84,1.82,291,664,374,Car,2,410.12,26.68,28.04,27.50,107.20,3.92,30.60,0
49,5.15,2.02,294,590,297,Car,1,409.37,33.71,35.28,34.59,67.90,2.01,-1.00,0
50,4.95,1.92,315,574,260,Car,1,403.94,37.93,40.18,39.01,36.16,0.95,-1.00,0
51,5.15,2.02,320,595,276,Car,2,410.85,36.82,38.68,37.37,23.99,0.64,9.45,0
52,5.46,2.12,325,662,338,Car,2,411.04,30.29,30.79,30.51,68.36,2.22,-1.00,0
53,4.55,1.92,342,621,280,Car,1,411.21,36.31,37.36,36.87,41.09,1.10,20.44,0
54,4.95,1.92,347,644,298,Car,2,409.96,34.18,34.96,34.53,35.34,1.01,-1.00,0
55,4.95,2.02,351,706,356,Car,2,409.10,28.26,29.34,28.82,43.88,1.53,21.55,0
56,5.36,2.02,373,609,237,Car,1,408.01,41.58,44.06,43.25,45.72,1.09,12.28,0
57,4.75,1.92,373,697,325,Car,2,410.35,31.03,33.55,31.68,39.75,1.26,17.17,0
58,4.04,1.72,394,671,278,Car,2,403.34,34.98,37.46,36.42,42.85,1.14,13.08,0
59,4.95,1.92,433,699,267,Car,1,411.15,38.46,38.86,38.66,115.39,2.99,59.78,0
60,4.45,1.92,486,772,287,Car,2,410.82,35.77,36.30,35.93,103.33,2.88,24.90,0
61,4.95,2.02,488,750,263,Car,1,409.72,38.96,39.31,39.12,197.72,5.03,-1.00,0
62,4.95,1.92,534,822,289,Car,1,409.95,35.41,35.82,35.61,-1.00,-1.00,-1.00,0
63,4.65,1.92,588,809,222,Car,2,401.62,45.23,46.14,45.47,72.11,1.57,7.59,1
64,4.65,1.92,606,846,241,Car,2,368.80,38.03,39.16,38.43,210.88,5.51,21.15,0
65,5.05,1.92,620,879,260,Car,2,410.12,38.72,40.86,39.61,53.56,1.38,-1.00,0
66,5.36,2.02,643,875,233,Car,2,409.65,43.48,45.35,44.18,103.91,2.35,55.38,0
67,5.36,2.12,656,919,264,Car,2,405.19,38.24,39.47,38.54,46.52,1.21,-1.00,0
68,4.14,1.82,677,916,240,Car,2,408.77,42.28,43.79,42.80,54.95,1.29,-1.00,0
69,8.19,1.92,680,1044,365,Car,1,407.71,27.87,28.29,28.01,197.98,7.00,-1.00,0
70,5.36,2.12,710,945,236,Car,2,405.06,42.40,43.43,43.12,44.66,1.03,100.98,0
71,18.70,2.50,728,1116,389,Truck,2,385.59,23.48,26.01,24.85,35.25,1.40,-1.00,0
72,5.31,2.02,740,986,247,Car,2,399.69,40.48,41.07,40.65,47.98,1.18,-1.00,0
73,7.88,2.50,755,1069,315,Truck,2,393.89,31.22,31.79,31.38,143.59,4.54,-1.00,1
