id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,6.47,2.63,1,52,52,Truck,2,44.30,21.40,22.26,21.81,-1.00,-1.00,-1.00,0
2,4.95,2.02,1,65,65,Car,2,70.60,27.34,27.94,27.66,-1.00,-1.00,-1.00,0
3,8.39,2.50,1,86,86,Truck,1,74.21,21.73,21.94,21.85,-1.00,-1.00,-1.00,0
4,6.57,2.12,1,90,90,Car,2,96.90,26.79,27.89,27.28,19.97,0.74,-1.00,0
5,6.27,2.22,1,118,118,Car,1,159.59,33.31,34.92,34.13,-1.00,-1.00,-1.00,0
6,4.75,1.82,1,127,127,Car,2,144.21,28.43,28.98,28.64,36.37,1.28,18.92,0
7,4.14,1.72,1,178,178,Car,2,200.24,27.72,28.59,28.30,52.43,1.86,421.84,0
8,7.98,2.50,1,203,203,Truck,2,178.29,21.86,22.50,22.08,61.64,2.80,18.84,0
9,4.65,1.82,1,231,231,Car,1,319.97,34.03,35.71,34.80,82.57,2.31,-1.00,0
10,4.95,1.92,1,238,238,Car,1,290.96,30.32,31.23,30.71,58.31,1.92,-1.00,0
11,4.85,1.82,1,256,256,Car,1,359.11,34.18,36.80,35.22,29.82,0.87,31.95,0
12,4.24,1.82,1,263,263,Car,2,238.35,22.60,22.93,22.76,15.91,0.69,69.72,0
13,4.95,1.92,1,277,277,Car,1,399.03,34.85,36.80,36.16,24.88,0.71,16.87,0
14,3.94,1.82,1,287,287,Car,2,259.73,22.25,22.99,22.71,17.06,0.76,99.73,0
15,4.55,1.92,1,295,295,Car,1,363.06,30.40,31.46,30.89,24.37,0.79,17.12,0
16,17.38,2.50,1,324,324,Truck,1,311.01,23.86,24.25,24.08,129.03,5.34,91.49,0
17,4.75,1.82,1,328,328,Car,1,409.41,31.04,31.56,31.32,35.12,1.12,43.04,0
18,4.14,1.82,1,349,349,Car,2,291.35,20.48,21.37,20.94,31.63,1.52,82.46,0
