id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.45,1.92,1,35,35,Car,2,53.95,39.57,40.37,39.95,-1.00,-1.00,-1.00,0
2,4.75,2.02,1,45,45,Car,1,53.59,30.12,31.06,30.67,-1.00,-1.00,-1.00,0
3,4.14,1.72,1,70,70,Car,1,60.61,21.87,22.25,22.02,21.74,0.99,24.90,0
4,4.75,2.02,1,70,70,Car,1,90.20,32.51,32.98,32.76,26.95,0.82,10.80,0
5,3.94,1.92,1,77,77,Car,1,103.29,33.90,34.17,34.04,-1.00,-1.00,-1.00,0
6,4.55,1.77,1,110,110,Car,1,151.07,33.94,35.34,34.69,40.86,1.19,37.12,0
7,4.95,1.82,1,114,114,Car,2,148.47,31.98,33.46,32.91,23.70,0.74,-1.00,0
8,3.13,1.82,1,116,116,Car,1,101.07,21.42,22.65,22.01,36.89,1.69,-1.00,0
9,4.95,1.92,1,117,117,Car,2,184.00,38.45,40.79,39.72,124.62,3.21,-1.00,0
10,4.65,1.82,1,120,120,Car,1,146.01,30.62,30.87,30.72,23.51,0.76,2.66,1
11,5.05,1.92,1,118,118,Car,2,155.65,32.71,34.23,33.31,-1.00,-1.00,-1.00,0
12,4.65,1.82,1,133,133,Car,2,204.38,37.04,40.65,38.76,17.09,0.46,-1.00,0
13,5.15,2.02,1,168,168,Car,1,210.35,30.67,32.29,31.51,54.39,1.74,43.37,0
14,4.55,1.82,1,194,194,Car,1,253.58,31.50,34.43,32.87,98.89,2.87,-1.00,0
15,4.14,1.82,1,204,204,Car,1,228.87,26.01,29.41,28.20,78.72,2.67,15.18,0
16,5.05,2.02,1,201,201,Car,2,283.77,33.53,37.94,35.49,88.92,2.52,88.67,0
17,4.95,2.02,1,236,236,Car,2,327.43,34.09,36.86,34.88,30.07,0.88,-1.00,1
18,17.48,2.50,1,245,245,Truck,2,255.32,25.02,27.12,26.18,74.70,2.98,-1.00,0
19,4.65,1.92,1,247,247,Car,2,349.08,31.89,39.92,35.50,25.35,0.79,-1.00,0
20,4.85,1.82,1,257,257,Car,1,338.63,29.38,36.90,33.08,59.44,1.92,12.10,0
21,5.05,1.82,1,261,261,Car,1,336.47,30.40,33.70,32.37,24.68,0.80,24.78,0
22,4.45,1.92,1,270,270,Car,2,382.59,33.43,38.65,35.60,17.06,0.48,11.81,0
23,4.45,1.92,1,282,282,Car,2,381.84,31.21,37.11,33.99,54.60,1.69,-1.00,0
24,4.35,1.92,1,292,292,Car,1,378.52,30.75,35.45,32.53,32.90,0.99,20.90,0
25,6.16,2.22,2,78,77,Car,2,118.24,38.35,39.62,38.90,-1.00,-1.00,-1.00,0
26,4.30,1.82,2,141,140,Car,2,195.84,34.15,36.10,35.27,34.37,0.96,14.28,0
27,4.75,1.92,2,237,236,Car,1,298.28,30.09,33.56,31.75,78.74,2.48,65.95,0
28,16.67,2.50,3,18,16,Truck,1,12.67,21.05,21.28,21.16,-1.00,-1.00,-1.00,0
29,4.95,2.02,3,262,260,Car,1,409.14,36.35,41.24,39.51,95.67,2.47,13.42,0
30,4.65,2.02,6,333,328,Car,1,409.75,29.57,33.84,31.34,73.62,2.17,126.06,0
31,4.24,1.92,7,311,305,Car,1,410.52,30.39,36.88,33.77,19.36,0.62,10.99,0
32,5.26,2.12,12,312,301,Car,2,410.14,31.72,37.55,34.20,36.45,1.07,139.71,0
33,17.18,2.50,24,451,428,Truck,2,410.67,22.77,25.85,24.05,160.44,7.04,-1.00,0
34,4.65,1.82,37,300,264,Car,1,409.99,37.59,40.28,38.99,52.88,1.31,32.40,0
35,4.75,1.82,54,322,269,Car,2,411.61,36.06,39.85,38.42,78.99,1.99,38.03,0
36,4.75,2.12,63,342,280,Car,1,411.78,35.35,38.49,36.91,37.79,0.98,-1.00,0
37,4.45,1.82,67,409,343,Car,1,410.06,27.47,31.85,29.99,77.31,2.42,1325.73,0
38,12.33,2.50,75,500,426,Truck,2,409.55,22.61,25.96,24.10,34.04,1.44,2706.98,0
39,4.55,1.92,93,379,287,Car,2,411.52,33.68,38.56,36.00,51.87,1.54,-1.00,0
40,5.05,2.02,96,409,314,Car,1,410.37,31.36,34.20,32.80,17.58,0.55,66.51,0
41,4.24,1.82,98,381,284,Car,2,387.60,31.66,36.79,34.24,83.98,2.62,-1.00,0
42,4.80,2.02,105,381,277,Car,1,402.54,34.15,38.24,36.49,56.27,1.50,148.80,1
43,4.95,1.92,116,428,313,Car,1,411.18,31.07,33.89,32.96,18.93,0.59,20.14,0
44,8.39,2.50,119,523,405,Truck,1,407.98,23.76,26.92,25.25,21.48,0.89,-1.00,0
45,4.85,1.92,127,401,275,Car,1,410.80,35.79,38.93,37.50,20.11,0.55,16.59,0
46,4.95,1.92,148,445,298,Car,2,411.30,32.72,37.07,34.64,69.45,2.12,-1.00,0
47,4.04,1.82,156,453,298,Car,2,411.79,31.81,37.60,34.68,95.08,2.82,-1.00,0
48,5.15,2.32,157,485,329,Car,1,402.82,28.75,32.71,30.72,48.73,1.49,-1.00,1
49,4.55,2.02,170,467,298,Car,1,409.91,33.98,35.90,34.52,61.90,1.72,-1.00,0
50,5.05,2.02,173,476,304,Car,2,411.53,31.75,36.89,33.97,27.14,0.85,-1.00,0
51,4.55,1.82,188,495,308,Car,2,411.29,32.00,37.23,33.51,14.23,0.44,53.14,0
52,3.94,1.92,196,534,339,Car,1,403.22,28.61,31.32,29.83,45.80,1.46,404.50,0
53,4.95,2.02,197,495,299,Car,1,411.24,33.33,36.94,34.51,30.59,0.88,23.54,0
54,8.39,2.50,218,664,447,Truck,1,406.91,21.60,24.40,22.82,96.90,3.97,-1.00,0
55,4.75,1.82,220,535,316,Car,2,412.07,31.48,33.95,32.72,30.49,0.91,21.21,0
56,4.65,1.92,231,578,348,Car,1,411.22,28.82,31.15,29.64,40.32,1.31,105.50,0
57,4.45,1.82,255,533,279,Car,1,409.29,34.72,38.85,36.82,49.52,1.40,17.56,0
58,4.55,1.82,261,575,315,Car,2,409.70,30.70,35.77,32.64,32.09,1.04,-1.00,0
59,4.85,2.12,262,606,345,Car,1,409.72,27.94,32.49,29.79,25.77,0.87,22.89,0
60,4.14,1.82,264,588,325,Car,2,411.81,31.14,33.20,31.79,53.62,1.68,321.40,0
61,4.95,1.92,265,531,267,Car,2,369.15,32.30,36.30,34.69,95.91,2.91,-1.00,0
62,4.95,2.12,273,562,290,Car,1,410.85,34.90,36.76,35.56,8.97,0.24,1.99,1
63,4.55,1.92,281,608,328,Car,2,411.09,30.21,32.07,31.44,14.95,0.47,104.23,0
64,4.95,2.02,295,601,307,Car,1,410.74,31.51,36.52,33.57,27.69,0.78,6.05,1
65,5.86,2.22,295,638,344,Car,2,411.52,28.23,32.45,30.01,36.98,1.31,-1.00,0
66,17.28,2.50,307,732,426,Truck,2,410.93,22.59,26.08,24.18,200.80,8.83,-1.00,0
67,5.15,2.02,317,630,314,Car,1,410.47,29.88,36.82,32.79,23.86,0.73,10.04,0
68,5.05,1.92,319,637,319,Car,2,411.27,29.38,33.60,32.35,29.46,0.94,18.07,0
69,4.04,1.92,330,688,359,Car,2,411.69,27.27,31.38,28.76,34.94,1.28,-1.00,0
70,4.45,1.92,331,616,286,Car,1,410.23,32.61,42.63,36.00,14.86,0.45,5.72,0
71,4.85,1.92,346,663,318,Car,2,410.83,31.07,33.26,32.43,27.95,0.89,15.30,0
72,4.85,1.82,356,662,307,Car,1,409.14,30.00,36.20,33.43,34.18,1.11,14.09,0
73,4.14,1.92,372,713,342,Car,2,410.13,29.35,31.71,30.08,27.86,0.88,18.52,0
74,17.38,2.50,410,817,408,Truck,1,407.34,23.85,26.86,25.03,129.33,5.27,40.51,0
75,9.70,2.50,412,807,396,Truck,2,407.28,24.20,27.63,25.79,74.13,2.76,80.74,0
76,5.05,2.02,420,710,291,Car,1,409.92,33.44,37.62,35.35,58.60,1.73,15.37,0
77,3.03,1.62,424,707,284,Car,2,403.06,33.95,38.95,35.63,20.97,0.58,3.74,1
78,3.64,1.72,498,767,270,Car,1,411.26,35.45,41.88,38.24,218.40,5.69,29.09,0
79,4.65,1.82,499,795,297,Car,1,409.21,32.07,37.21,34.58,106.95,3.01,116.23,0
80,17.18,2.50,501,908,408,Truck,1,406.57,23.58,26.70,24.99,69.83,2.87,85.23,0
81,4.55,1.92,511,782,272,Car,1,410.75,34.27,41.61,37.91,14.76,0.39,22.86,0
82,4.04,1.82,520,823,304,Car,1,407.63,31.97,36.71,33.64,25.60,0.69,73.01,0
83,8.19,2.50,521,918,398,Truck,2,409.46,24.21,27.81,25.80,100.04,4.12,-1.00,0
84,5.26,1.92,548,887,340,Car,1,409.86,28.54,31.84,30.24,37.49,1.17,-1.00,0
85,4.55,2.02,556,868,313,Car,2,410.06,31.99,34.78,32.88,177.67,5.55,119.09,0
86,4.75,1.92,557,982,426,Car,1,410.76,23.33,25.65,24.18,56.68,2.21,265.48,0
87,4.55,1.92,573,860,288,Car,2,412.70,32.64,40.22,35.98,10.72,0.30,3.40,1
88,4.14,1.82,623,1031,409,Car,1,408.41,23.66,27.45,25.03,43.30,1.81,23.04,0
89,15.46,2.50,638,1037,400,Truck,2,409.15,24.28,27.35,25.65,99.08,4.05,-1.00,0
90,5.66,2.12,667,1062,396,Car,2,411.23,24.59,27.19,26.03,21.07,0.79,40.54,0
91,5.05,2.12,671,985,315,Car,2,410.71,30.76,34.82,32.72,124.59,4.05,-1.00,0
92,4.75,2.02,726,1038,313,Car,2,410.93,30.95,35.06,32.94,64.15,2.01,-1.00,0
93,5.26,2.32,739,1030,292,Car,1,409.84,33.32,36.81,35.22,190.04,5.39,28.49,0
94,4.75,1.82,753,1070,318,Car,2,411.41,31.10,35.00,32.47,28.63,0.92,-1.00,0
95,4.95,2.02,778,1055,278,Car,1,409.41,34.98,37.74,36.96,399.29,10.68,128.86,0
96,4.65,1.92,795,1100,306,Car,2,411.78,32.21,35.81,33.77,38.31,1.09,27.33,0
97,4.55,1.92,803,1108,306,Car,1,410.56,32.20,37.87,33.67,88.82,2.38,58.78,0
98,4.14,1.72,824,1128,305,Car,2,408.03,31.70,35.34,33.58,29.40,0.92,120.62,0
99,4.65,2.02,853,1164,312,Car,1,402.53,30.44,35.25,32.37,66.47,1.92,131.23,0
100,4.75,2.02,877,1134,258,Car,1,409.94,37.73,41.16,39.90,15.25,0.37,2.07,1
101,4.04,1.82,877,1277,401,Car,1,409.55,22.66,28.45,25.60,236.39,8.92,62.33,0
102,4.75,2.02,885,1193,309,Car,2,411.59,31.62,35.78,33.43,76.13,2.40,-1.00,0
103,12.33,2.50,922,1339,418,Truck,2,409.52,23.04,26.23,24.56,247.13,10.72,-1.00,0
104,4.85,1.92,935,1223,289,Car,2,409.62,32.93,37.77,35.57,41.26,1.10,23.60,1
105,4.55,1.82,945,1249,305,Car,2,411.72,31.52,36.34,33.88,23.35,0.68,-1.00,0
106,14.86,2.50,945,1283,339,Truck,1,388.17,27.23,30.58,28.72,35.07,1.23,10.35,1
107,4.55,1.82,982,1303,322,Car,2,412.29,31.12,34.44,32.13,42.58,1.36,-1.00,0
108,3.94,1.82,990,1300,311,Car,2,412.11,30.40,37.04,33.25,71.70,2.36,-1.00,0
109,5.26,1.92,1009,1306,298,Car,1,402.47,29.85,37.90,33.89,10.61,0.35,3.95,0
110,17.38,2.50,1024,1410,387,Truck,2,388.48,23.69,26.94,25.18,79.14,3.06,1584.56,0
111,5.15,2.12,1026,1300,275,Car,1,408.90,35.53,39.63,37.33,237.70,6.00,1500.86,0
