id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.95,2.02,1,35,35,Car,2,42.68,31.50,31.72,31.60,-1.00,-1.00,-1.00,0
2,4.55,1.82,1,63,63,Car,2,72.91,29.20,29.87,29.50,26.56,0.91,-1.00,0
3,4.75,2.02,1,79,79,Car,1,117.21,37.00,38.48,37.63,-1.00,-1.00,-1.00,0
4,4.24,1.92,1,76,76,Car,1,79.30,25.96,26.82,26.48,17.25,0.65,71.48,0
5,4.35,1.82,1,138,138,Car,2,204.61,36.98,37.74,37.37,47.78,1.29,-1.00,0
6,21.02,2.50,1,141,141,Truck,2,128.45,22.17,23.81,22.98,41.46,1.81,-1.00,0
7,8.69,2.50,1,160,160,Truck,1,146.66,22.62,23.39,23.08,-1.00,-1.00,-1.00,0
8,8.59,2.50,1,326,326,Truck,2,303.03,22.07,24.53,23.32,93.65,4.12,5.02,0
9,4.35,1.92,2,61,60,Car,1,62.12,26.11,26.57,26.37,-1.00,-1.00,-1.00,0
10,14.55,2.50,2,75,74,Truck,2,66.04,22.44,23.17,22.75,-1.00,-1.00,-1.00,0
11,4.45,1.92,2,97,96,Car,1,102.07,25.64,28.26,26.89,11.25,0.43,9.16,0
12,4.45,1.92,2,98,97,Car,2,151.99,38.73,40.98,39.69,-1.00,-1.00,-1.00,0
13,4.75,2.02,2,98,97,Car,1,146.49,36.23,39.86,38.18,29.60,0.78,23.03,0
14,4.65,1.92,2,107,106,Car,1,124.08,28.07,31.25,29.56,12.72,0.45,4.77,0
15,4.24,2.02,2,223,222,Car,1,321.86,34.81,38.23,36.43,154.18,4.23,18.42,0
16,5.15,2.02,3,100,98,Car,2,113.39,28.92,29.70,29.29,36.65,1.26,-1.00,0
17,3.94,1.82,10,293,284,Car,1,410.95,35.36,38.44,36.33,95.85,2.54,155.32,0
18,6.16,2.32,34,329,296,Car,2,369.35,30.38,33.13,31.36,283.30,9.29,202.48,0
19,4.55,2.12,44,134,91,Truck,2,75.20,0.00,52.00,21.18,33.84,-160.36,1.49,0
20,16.37,2.50,56,478,423,Truck,2,363.27,20.75,22.46,21.54,112.43,5.30,-1.00,0
21,4.85,1.92,68,268,201,Car,1,405.75,46.58,55.29,50.74,328.94,6.08,18.42,0
22,4.55,1.92,76,356,281,Car,1,384.51,33.35,36.26,34.35,92.59,2.55,-1.00,0
23,4.35,1.82,100,349,250,Car,2,410.96,38.65,44.46,41.29,347.44,8.81,208.18,0
24,4.55,2.02,101,294,194,Car,1,403.97,49.22,55.28,52.26,47.70,0.96,14.67,0
25,4.50,1.92,101,340,240,Car,1,387.46,39.65,41.14,40.55,17.95,0.44,2.81,1
26,3.94,1.82,137,403,267,Car,2,411.31,36.14,41.52,38.68,53.60,1.48,-1.00,0
27,3.94,2.02,141,445,305,Car,2,383.40,29.34,33.67,31.54,140.24,4.63,-1.00,0
28,16.47,2.50,167,597,431,Truck,2,380.19,21.37,22.89,22.13,69.97,3.06,81.39,0
29,4.75,2.32,209,549,341,Car,1,370.85,21.45,29.42,27.25,-1.00,-1.00,-1.00,1
30,16.37,2.50,220,652,433,Truck,1,405.37,22.86,24.25,23.47,33.52,1.41,-1.00,0
31,4.14,2.02,227,473,247,Car,1,375.42,35.56,41.85,38.16,144.28,3.83,27.25,1
32,6.06,2.63,230,511,282,Car,1,383.60,32.52,36.07,34.14,45.78,1.31,94.37,0
33,4.14,2.02,234,554,321,Car,2,386.48,28.61,31.99,30.19,110.96,3.85,-1.00,0
34,4.24,1.82,245,516,272,Car,2,411.92,35.10,41.33,38.02,157.09,4.47,-1.00,0
35,4.55,2.02,278,583,306,Car,2,381.12,29.54,32.78,31.26,32.81,1.01,42.57,0
36,4.65,2.12,280,546,267,Car,2,411.33,35.88,41.64,38.68,42.15,1.06,129.86,0
37,4.35,2.02,287,564,278,Car,1,407.74,35.26,39.20,36.82,47.10,1.32,15.46,0
38,8.89,2.50,293,725,433,Truck,1,405.25,22.45,24.02,23.46,24.17,1.02,97.92,0
39,4.35,1.92,296,608,313,Car,2,386.53,28.77,32.93,30.97,22.24,0.77,-1.00,0
40,4.35,2.02,315,594,280,Car,1,360.13,26.64,35.66,32.26,18.70,0.59,2.37,2
41,4.04,1.82,323,652,330,Car,1,407.77,29.45,33.19,31.01,43.72,1.37,116.67,0
42,4.35,2.02,327,622,296,Car,2,410.97,32.54,36.88,34.85,64.13,1.97,-1.00,0
43,4.35,2.12,359,671,313,Car,1,387.98,29.42,32.81,31.11,38.06,1.27,77.28,0
44,10.91,2.50,386,783,398,Truck,2,382.98,23.17,25.07,24.13,171.81,7.09,65.12,0
45,4.85,1.92,388,708,321,Car,2,411.73,29.34,34.39,32.18,76.47,2.60,-1.00,0
46,4.35,2.02,391,802,412,Car,2,411.93,23.54,25.95,25.06,14.57,0.56,13.71,0
47,20.01,2.50,400,781,382,Truck,1,368.62,23.36,25.14,24.19,69.29,2.95,68.42,0
48,4.75,2.02,413,740,328,Car,2,410.89,28.47,35.05,31.43,24.54,0.86,-1.00,0
49,4.45,2.02,423,726,304,Car,1,408.56,31.78,36.84,33.74,45.41,1.40,15.35,0
50,4.55,1.92,424,630,207,Car,1,384.64,46.02,48.38,46.70,-1.00,-1.00,-1.00,0
51,4.45,1.92,453,785,333,Car,2,410.40,28.04,33.84,30.92,40.39,1.44,-1.00,0
52,11.72,2.50,491,896,406,Truck,1,377.39,22.64,24.33,23.30,78.75,3.23,-1.00,0
53,4.95,2.12,493,752,260,Car,1,406.73,38.24,40.79,39.27,126.39,3.10,-1.00,0
54,6.67,3.03,498,884,387,Truck,2,386.48,23.57,26.52,25.03,238.10,10.08,-1.00,0
55,4.35,1.92,499,827,329,Car,2,410.68,29.16,34.11,31.31,47.38,1.55,136.07,0
56,4.55,1.92,502,901,400,Car,2,410.63,23.52,27.28,25.73,21.51,0.83,29.66,1
57,8.49,2.50,506,920,415,Truck,2,342.53,18.95,21.20,20.69,27.81,1.34,-1.00,0
58,4.35,2.02,525,797,273,Car,1,387.70,34.15,37.51,35.68,50.88,1.35,37.13,1
59,3.64,1.82,526,856,331,Car,1,407.41,29.94,32.41,30.88,25.69,0.83,-1.00,0
60,3.74,1.82,552,954,403,Car,2,411.61,23.62,28.24,25.60,44.46,1.88,111.03,0
61,4.45,1.92,572,899,328,Car,2,409.87,28.63,33.92,31.35,81.19,2.80,-1.00,0
62,4.45,1.92,582,879,298,Car,1,407.09,33.49,36.13,34.31,28.87,0.83,6.66,0
63,3.94,1.82,595,929,335,Car,2,411.24,27.65,35.02,30.79,23.27,0.84,294.23,0
64,4.35,1.92,610,1075,466,Car,1,392.09,16.47,22.82,21.07,123.50,5.74,-1.00,1
65,4.75,2.02,613,1009,397,Car,2,409.19,23.99,27.59,25.83,49.65,2.01,75.35,0
66,15.66,2.50,620,1070,451,Truck,2,382.79,20.48,22.22,21.28,47.88,2.24,155.04,0
67,4.45,1.92,626,964,339,Car,2,411.26,28.45,32.73,30.43,29.28,1.00,71.24,0
68,4.45,1.92,646,982,337,Car,2,410.15,28.11,33.38,30.53,17.88,0.61,72.42,0
69,3.54,1.82,648,927,280,Car,1,406.83,34.46,38.77,36.47,62.70,1.78,20.35,1
70,4.65,1.92,660,895,236,Car,1,386.97,39.41,42.79,41.19,11.00,0.27,4.26,0
71,4.55,2.02,686,1094,409,Car,1,373.77,19.60,23.79,22.89,12.63,0.53,13.25,1
72,4.75,1.92,690,952,263,Car,1,404.45,37.54,39.83,38.61,39.12,0.99,94.71,0
73,4.45,1.92,695,1042,348,Car,2,410.48,26.77,32.51,29.58,51.13,1.91,-1.00,0
74,4.85,2.02,714,1079,366,Car,2,396.24,24.18,28.44,27.12,73.90,2.64,61.61,0
75,6.47,3.23,717,1188,472,Truck,2,408.58,19.38,23.34,21.69,99.78,4.45,111.26,0
76,4.75,2.02,733,1071,339,Car,1,387.87,28.09,29.51,28.70,126.57,4.29,-1.00,0
77,4.85,1.92,743,1102,360,Car,2,409.78,26.21,30.58,28.55,46.80,1.78,-1.00,0
78,4.65,2.02,744,1194,451,Car,1,380.93,14.99,22.94,21.21,71.84,4.52,-1.00,1
79,4.35,1.92,745,983,239,Car,1,388.87,38.07,43.70,40.87,62.04,1.60,19.03,0
80,4.35,1.92,766,1174,409,Car,2,410.26,23.53,26.38,25.14,61.73,2.62,-1.00,0
81,4.85,2.02,773,1136,364,Car,2,410.81,25.81,31.97,28.31,27.35,1.06,52.05,0
82,4.85,2.02,774,1131,358,Car,1,407.42,27.17,29.73,28.53,41.11,1.44,83.75,0
83,3.99,1.82,785,1009,225,Car,1,388.19,41.18,44.64,43.36,39.83,0.94,8.60,0
84,4.35,2.02,795,1153,359,Car,2,410.21,26.90,31.81,28.66,14.56,0.51,20.08,0
85,4.45,2.12,807,1135,329,Car,1,388.03,27.96,31.39,29.61,18.58,0.66,15.50,0
86,4.14,2.02,812,1179,368,Car,2,409.35,26.44,30.32,27.89,12.97,0.49,-1.00,0
87,4.65,2.02,815,1057,243,Car,1,386.99,37.90,41.84,40.02,46.02,1.21,386.71,0
88,4.45,2.02,824,1171,348,Car,1,408.31,28.51,29.87,29.41,16.52,0.55,18.22,0
89,3.94,1.92,833,1087,255,Car,1,408.31,39.07,41.65,40.22,21.72,0.54,19.94,0
90,18.60,2.50,835,1257,423,Truck,2,357.07,19.74,22.13,21.15,47.70,2.36,-1.00,0
91,4.75,2.32,842,1250,409,Car,1,408.24,23.60,25.99,25.02,28.41,1.18,14.16,0
92,4.65,2.22,844,1191,348,Car,1,407.25,28.88,30.51,29.35,17.74,0.59,23.35,0
93,4.65,2.12,848,1227,380,Car,2,394.86,25.36,27.05,26.02,52.46,1.98,42.18,0
94,4.55,1.92,856,1219,364,Car,2,408.85,27.56,29.71,28.17,36.64,1.30,40.87,0
95,4.35,2.02,876,1271,396,Car,2,410.40,24.07,26.75,25.97,39.88,1.53,56.30,0
96,4.65,1.92,881,1221,341,Car,1,394.71,28.15,31.01,29.03,24.41,0.84,31.02,0
97,16.37,2.50,891,1335,445,Truck,2,380.89,20.52,21.95,21.45,28.99,1.33,47.09,0
98,4.65,2.02,898,1254,357,Car,1,406.07,26.61,31.23,28.53,26.42,0.90,33.75,0
99,3.94,1.92,940,1287,348,Car,2,408.66,27.78,30.41,29.46,78.37,2.59,41.76,0
100,5.36,2.02,940,1308,369,Car,2,387.59,24.61,27.02,26.32,34.90,1.32,48.28,0
101,7.58,2.50,941,1278,338,Truck,1,382.17,27.34,29.18,28.36,42.41,1.54,15.26,1
102,3.94,1.92,963,1339,377,Car,2,410.07,23.54,29.61,27.27,30.23,1.04,11.11,0
103,4.85,1.92,974,1328,355,Car,2,410.28,26.62,30.65,28.98,34.04,1.28,-1.00,0
104,4.75,2.22,980,1382,403,Car,2,410.17,22.93,27.81,25.50,11.23,0.49,-1.00,0
105,4.35,1.92,997,1346,350,Car,2,407.75,27.64,32.32,29.22,18.42,0.61,14.93,0
106,3.54,1.82,1001,1406,406,Car,2,409.37,23.32,27.59,25.27,15.11,0.63,40.11,0
107,16.27,2.50,1035,1471,437,Truck,2,381.01,20.86,22.36,21.85,102.10,4.64,203.36,0
108,6.97,2.93,1045,1405,361,Car,2,407.44,26.37,30.36,28.31,45.62,1.73,-1.00,0
109,4.55,2.02,1046,1446,401,Car,2,408.74,23.04,28.74,25.55,34.27,1.36,41.46,0
110,4.55,1.92,1072,1440,369,Car,2,409.90,25.39,30.55,27.86,25.53,1.00,-1.00,0
111,4.45,1.92,1074,1478,405,Car,2,408.56,22.51,27.12,25.28,22.22,0.96,40.53,0
112,4.55,1.92,1087,1385,299,Car,1,407.82,31.39,37.43,34.23,109.36,3.28,18.01,1
113,4.55,1.92,1088,1457,370,Car,2,409.84,25.30,30.52,27.78,12.18,0.45,43.78,0
114,8.89,2.50,1097,1525,429,Truck,2,383.21,21.84,22.83,22.40,40.48,1.77,44.86,0
115,4.04,2.02,1098,1464,367,Car,1,409.20,26.67,29.88,27.96,20.41,0.75,52.19,0
116,4.24,1.92,1107,1408,302,Car,1,408.85,32.68,36.41,33.98,25.22,0.71,18.19,1
