id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.55,1.92,1,49,49,Car,1,59.58,31.09,31.19,31.14,-1.00,-1.00,-1.00,0
2,7.88,2.50,1,69,69,Truck,2,66.10,24.03,24.70,24.36,-1.00,-1.00,-1.00,0
3,4.95,1.92,1,79,79,Car,2,106.72,33.79,34.81,34.28,28.35,0.82,10.83,0
4,11.72,2.50,1,66,66,Truck,1,64.37,24.72,24.85,24.82,-1.00,-1.00,-1.00,0
5,5.46,2.12,1,83,83,Car,1,107.61,32.46,33.32,32.87,38.74,1.17,20.83,0
6,5.26,1.92,1,99,99,Car,2,133.85,34.17,34.24,34.20,22.15,0.64,49.87,0
7,4.55,1.82,1,115,115,Car,1,178.44,38.49,39.43,39.16,81.16,2.06,-1.00,0
8,4.24,1.82,1,135,135,Car,2,184.10,33.36,35.44,34.39,45.47,1.31,69.85,0
9,6.06,2.32,1,136,136,Car,1,182.13,33.29,34.37,33.76,73.25,2.18,40.42,0
10,5.56,2.02,1,144,144,Car,2,213.57,36.33,38.45,37.38,-1.00,-1.00,-1.00,0
11,11.42,2.50,1,150,150,Truck,2,142.57,23.04,24.83,23.95,64.81,2.81,-1.00,0
12,8.99,2.50,1,142,142,Truck,1,126.06,22.01,22.59,22.37,49.55,2.22,-1.00,0
13,3.94,1.82,1,186,186,Car,1,163.19,21.99,22.16,22.07,20.67,0.93,-1.00,0
14,17.38,2.50,1,257,257,Truck,1,250.17,23.45,24.93,24.44,50.22,2.06,22.32,0
15,4.55,1.92,1,266,266,Car,1,290.23,27.01,27.71,27.39,16.11,0.59,5.50,1
16,4.65,1.82,1,292,292,Car,2,341.83,29.19,29.82,29.39,62.74,2.12,12.79,0
17,17.48,2.50,1,369,369,Truck,1,371.06,24.57,25.98,25.22,64.94,2.50,64.73,0
18,5.36,2.02,2,49,48,Car,2,59.47,31.65,31.79,31.74,-1.00,-1.00,-1.00,0
19,5.05,1.82,2,53,52,Car,1,83.86,40.20,42.07,41.19,-1.00,-1.00,-1.00,0
20,11.32,2.50,2,235,234,Truck,2,220.95,23.05,24.59,23.72,68.61,2.97,-1.00,0
21,4.65,1.82,19,299,281,Car,2,410.00,35.91,37.50,36.63,238.07,6.53,107.57,0
22,4.55,1.82,45,326,282,Car,1,408.85,34.90,38.06,36.39,80.07,2.27,9.66,1
23,8.79,2.50,50,488,439,Truck,1,409.22,22.79,24.28,23.36,78.88,3.25,-1.00,0
24,4.85,2.12,62,378,317,Car,1,410.06,32.04,33.20,32.46,36.11,1.10,-1.00,0
25,13.85,2.50,119,535,417,Truck,2,409.77,23.77,25.45,24.63,27.97,1.11,-1.00,0
26,4.85,1.82,133,404,272,Car,1,409.10,37.32,38.72,37.76,127.38,3.29,76.03,0
27,17.43,2.50,141,577,437,Truck,1,408.26,23.06,24.22,23.42,64.81,2.80,89.32,0
28,4.65,1.82,170,502,333,Car,2,410.62,28.31,34.40,30.94,13.52,0.44,-1.00,0
29,13.34,2.50,178,586,409,Truck,1,407.67,24.15,25.90,24.99,14.42,0.58,-1.00,0
30,4.80,2.02,184,468,285,Car,2,405.03,34.61,37.59,35.69,10.70,0.31,1.71,3
