id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.35,1.92,1,52,52,Car,2,72.49,35.31,36.04,35.67,-1.00,-1.00,-1.00,0
2,4.19,1.82,1,128,128,Car,2,170.30,32.87,34.38,33.58,-1.00,-1.00,-1.00,0
3,4.35,1.92,1,159,159,Car,1,215.32,33.57,34.58,34.09,167.77,4.85,-1.00,1
4,12.23,2.63,1,214,214,Car,2,213.60,24.27,25.92,25.09,30.61,1.26,-1.00,0
5,10.00,2.50,1,216,216,Truck,1,199.13,22.70,23.50,23.17,30.14,1.31,-1.00,0
6,4.45,1.82,1,219,219,Car,1,288.45,32.29,34.39,33.09,19.00,0.57,44.10,0
7,4.65,1.92,1,220,220,Car,2,285.87,31.41,33.62,32.65,38.55,1.18,5.74,1
8,5.66,2.83,1,249,249,Truck,1,230.82,22.83,23.58,23.28,23.92,1.04,88.01,0
9,4.55,1.92,1,274,274,Car,1,352.68,31.39,33.29,32.31,59.93,1.80,-1.00,0
10,4.24,1.82,1,294,294,Car,1,385.45,31.16,34.01,32.88,20.22,0.64,23.86,0
11,4.75,2.02,1,308,308,Car,2,392.92,30.81,33.40,31.99,47.20,1.52,18.33,0
12,17.18,2.50,1,404,404,Truck,1,395.49,23.66,25.76,24.54,56.22,2.25,67.89,0
13,5.15,1.92,2,35,34,Car,1,49.21,36.82,37.98,37.41,-1.00,-1.00,-1.00,0
14,4.55,1.92,2,156,155,Car,2,217.99,33.97,38.00,35.43,142.29,4.19,-1.00,0
15,7.07,2.50,2,193,192,Truck,1,252.46,32.30,33.93,33.06,35.27,1.04,-1.00,0
16,4.14,1.82,2,257,256,Car,2,339.48,31.91,34.76,33.30,46.72,1.35,6.57,1
17,19.30,2.50,2,324,323,Truck,1,316.98,23.78,25.47,24.62,54.99,2.27,37.17,0
18,5.15,2.02,3,185,183,Car,2,242.54,32.04,34.88,33.36,21.18,0.66,-1.00,0
19,4.65,2.02,24,326,303,Car,2,410.92,33.38,34.65,34.04,19.62,0.58,9.86,0
20,4.45,1.82,70,330,261,Car,2,412.45,38.27,40.50,39.69,112.72,2.79,19.92,0
21,4.45,1.92,87,413,327,Car,2,411.74,30.65,32.81,31.59,81.28,2.65,-1.00,0
22,4.85,2.02,99,360,262,Car,2,411.23,37.45,40.36,39.42,38.94,1.04,-1.00,0
23,4.85,1.92,154,416,263,Car,2,412.49,37.87,40.12,39.39,78.98,2.03,-1.00,0
24,5.66,2.22,161,383,223,Car,1,402.16,43.14,45.76,45.32,163.14,3.56,11.17,0
25,6.06,2.02,178,469,292,Car,2,386.12,31.35,34.68,33.17,69.86,2.06,61.10,0
26,4.65,1.92,196,459,264,Car,1,410.53,37.63,40.92,39.04,58.11,1.42,-1.00,0
27,4.04,1.82,231,511,281,Car,1,410.32,35.85,37.12,36.65,53.34,1.44,-1.00,0
28,5.15,1.92,234,501,268,Car,2,410.41,35.92,40.94,38.46,117.18,3.26,515.29,0
29,3.94,1.82,249,555,307,Car,1,407.55,31.74,37.34,33.32,189.61,5.80,19.24,0
30,3.94,1.82,265,535,271,Car,2,411.79,34.99,40.80,38.16,41.20,1.17,-1.00,0
31,4.75,2.02,272,540,269,Car,1,410.20,36.58,39.91,38.28,37.90,1.03,19.90,0
32,8.99,2.50,280,709,430,Truck,2,409.16,22.76,25.31,23.85,147.03,6.46,-1.00,0
