id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.95,1.72,1,65,65,Car,2,88.92,34.67,35.01,34.84,-1.00,-1.00,-1.00,0
2,4.75,1.82,1,94,94,Car,1,123.63,33.08,33.40,33.29,-1.00,-1.00,-1.00,0
3,5.26,1.82,1,103,103,Car,2,133.01,32.47,32.99,32.65,38.58,1.17,-1.00,0
4,20.62,2.50,1,134,134,Truck,2,120.45,22.55,22.93,22.68,-1.00,-1.00,-1.00,0
5,7.07,2.50,1,161,161,Truck,2,157.76,24.46,24.95,24.68,93.85,3.83,-1.00,0
6,4.55,1.82,1,169,169,Car,1,200.24,29.67,30.33,29.83,70.93,2.38,65.93,0
7,19.30,2.50,1,211,211,Truck,1,191.46,22.65,22.90,22.81,98.42,4.30,2294.38,0
8,4.75,1.82,1,224,224,Car,2,270.32,29.64,30.72,30.33,70.91,2.33,13.06,0
9,16.57,2.50,1,230,230,Truck,2,202.05,21.88,22.46,22.07,66.55,3.04,-1.00,0
10,4.65,1.72,1,262,262,Car,1,345.18,30.67,34.18,33.08,21.86,0.67,12.09,0
11,5.15,1.92,1,266,266,Car,1,316.18,28.63,30.96,29.85,15.27,0.51,16.32,1
12,4.65,1.82,1,284,284,Car,1,375.11,29.63,34.55,33.16,24.04,0.70,22.45,0
13,4.65,1.82,1,312,312,Car,1,360.51,27.44,29.90,28.99,30.11,1.09,19.50,0
14,16.98,2.50,1,326,326,Truck,2,283.06,21.43,22.04,21.78,63.05,2.94,-1.00,0
15,13.64,2.50,1,331,331,Truck,1,319.37,24.06,24.30,24.20,102.89,4.25,67.57,0
16,5.05,1.92,1,350,350,Car,2,301.30,21.21,22.67,21.60,10.36,0.48,13.36,0
17,4.95,1.92,1,381,381,Car,2,335.97,21.32,22.50,22.10,22.11,1.00,19.46,0
18,10.31,2.50,1,417,417,Truck,1,362.17,21.49,22.20,21.78,33.71,1.51,-1.00,0
19,16.37,2.50,2,82,81,Truck,1,73.32,22.72,23.09,22.94,-1.00,-1.00,-1.00,0
20,5.56,2.02,2,107,106,Car,1,120.43,28.53,28.84,28.71,-1.00,-1.00,-1.00,0
21,4.75,1.92,2,154,153,Car,1,212.86,33.89,35.44,35.05,79.34,2.24,35.57,0
22,4.75,1.92,2,247,246,Car,1,291.01,29.60,29.94,29.71,86.11,2.88,417.06,0
23,5.56,2.02,2,285,284,Car,1,332.43,28.08,30.58,29.38,12.52,0.41,44.72,0
24,4.85,1.92,2,301,300,Car,1,392.70,29.67,35.11,32.85,14.04,0.47,15.26,0
25,4.95,2.02,2,314,313,Car,2,355.76,28.06,29.04,28.53,80.69,2.82,-1.00,0
26,4.55,1.92,2,380,379,Car,1,410.59,26.01,29.50,27.17,39.69,1.52,-1.00,0
27,4.35,1.52,3,49,47,Car,2,54.95,29.87,30.09,29.97,-1.00,-1.00,-1.00,0
28,5.36,1.92,18,351,334,Car,1,410.92,28.13,33.48,30.87,31.75,1.12,-1.00,0
29,4.45,1.82,19,410,392,Car,1,411.45,25.23,28.54,26.32,13.65,0.54,-1.00,0
30,5.15,2.02,32,330,299,Car,2,401.83,32.84,35.06,33.73,14.05,0.42,6.74,1
31,4.75,1.82,42,446,405,Car,2,411.09,24.00,26.07,25.45,58.54,2.38,18.01,0
32,5.15,2.02,47,318,272,Car,2,410.00,37.57,38.13,37.84,319.95,8.48,61.85,0
33,5.26,1.92,47,378,332,Car,1,410.09,26.43,33.36,30.99,27.57,0.93,33.45,0
34,4.14,1.82,48,367,320,Car,2,410.86,31.95,32.80,32.22,18.15,0.56,16.36,0
35,4.95,1.92,56,456,401,Car,1,409.97,24.61,27.48,25.63,23.92,0.93,13.57,0
36,16.78,2.50,57,513,457,Truck,1,408.16,22.09,23.03,22.39,67.10,3.03,65.67,0
37,4.45,1.82,95,437,343,Car,2,410.81,29.37,30.61,30.05,56.51,1.85,-1.00,0
38,4.65,1.82,108,407,300,Car,1,410.60,32.81,36.91,34.34,35.63,1.00,7.15,0
39,16.78,2.50,111,569,459,Truck,1,407.96,21.78,23.32,22.28,31.55,1.38,74.72,0
40,4.85,1.82,120,457,338,Car,1,409.87,29.42,31.12,30.42,26.39,0.87,14.80,1
41,4.55,1.82,126,463,338,Car,2,410.60,29.62,31.08,30.46,25.94,0.86,20.27,0
42,4.45,1.82,143,435,293,Car,2,410.75,34.33,35.99,35.18,132.08,3.74,47.13,0
43,4.14,1.72,144,477,334,Car,1,346.93,24.26,30.85,26.06,13.20,0.52,6.35,0
44,4.85,1.82,147,603,457,Car,1,410.64,22.01,23.53,22.52,24.05,1.08,34.41,0
45,4.24,1.82,157,476,320,Car,1,411.01,31.11,35.87,32.21,19.65,0.62,8.48,0
46,5.15,1.82,165,462,298,Car,2,410.18,33.82,35.59,34.54,25.51,0.75,34.10,0
47,4.14,1.72,166,495,330,Car,2,410.21,29.73,32.30,31.19,37.00,1.15,15.33,0
48,4.45,1.72,185,488,304,Car,2,410.66,32.98,34.88,33.91,22.09,0.66,-1.00,0
49,4.35,1.82,206,518,313,Car,1,409.62,30.08,33.96,32.83,46.36,1.49,8.01,0
50,16.07,2.50,210,662,453,Truck,1,408.57,21.98,23.10,22.60,37.94,1.65,45.52,0
51,4.75,1.72,217,521,305,Car,1,410.00,32.31,36.90,33.73,53.95,1.67,20.23,0
52,5.15,1.92,227,551,325,Car,2,411.49,30.89,33.27,31.76,67.94,2.08,150.64,0
53,9.20,2.50,270,724,455,Truck,1,408.42,22.03,23.92,22.50,43.50,1.95,185.78,0
