id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.24,1.72,1,69,69,Car,2,90.91,33.44,33.78,33.54,-1.00,-1.00,-1.00,0
2,5.05,1.92,1,78,78,Car,1,99.26,32.03,32.35,32.24,-1.00,-1.00,-1.00,0
3,13.04,2.50,1,79,79,Truck,1,64.84,20.53,21.06,20.82,-1.00,-1.00,-1.00,0
4,3.74,1.82,1,93,93,Car,1,115.40,31.00,31.93,31.42,29.37,0.94,-1.00,0
5,16.27,2.50,1,98,98,Truck,1,85.73,21.68,22.72,22.14,21.69,0.96,15.15,0
6,6.57,2.73,1,164,164,Truck,1,138.19,21.13,21.36,21.21,24.75,1.15,-1.00,0
7,4.55,1.82,1,176,176,Car,2,221.78,30.71,32.19,31.68,167.67,5.33,-1.00,0
8,4.95,1.92,1,190,190,Car,1,272.91,35.92,36.46,36.13,155.53,4.30,37.82,0
9,4.75,1.82,1,209,209,Car,2,207.23,24.54,25.04,24.91,-1.00,-1.00,-1.00,0
10,5.15,1.92,1,209,209,Car,1,285.57,33.43,34.86,34.34,152.55,4.41,43.22,0
11,19.00,2.50,1,207,207,Truck,1,178.15,20.84,22.80,21.63,41.33,1.93,31.20,0
12,7.58,2.22,1,248,248,Car,2,291.87,29.21,29.89,29.56,57.54,1.94,29.14,0
13,4.95,1.92,1,281,281,Car,2,362.42,31.40,33.15,32.38,27.21,0.86,10.08,0
14,16.88,2.50,1,351,351,Truck,2,326.08,23.11,23.51,23.30,103.27,4.46,-1.00,0
15,4.75,2.02,2,40,39,Car,2,48.59,32.10,32.16,32.12,-1.00,-1.00,-1.00,0
16,6.97,2.22,2,190,189,Car,2,215.86,26.42,31.24,28.74,6.98,0.25,2.39,1
17,4.85,1.92,2,273,272,Car,2,350.64,32.00,32.77,32.37,256.87,7.91,-1.00,0
18,4.65,1.82,5,304,300,Car,2,408.44,32.74,34.75,34.17,36.27,1.09,15.75,0
19,4.55,1.82,7,339,333,Car,1,410.65,29.72,31.93,30.94,129.57,4.06,-1.00,0
20,11.72,2.50,13,459,447,Truck,2,409.59,22.17,23.23,22.96,62.29,2.81,-1.00,0
21,4.85,2.02,25,66,42,Car,1,53.04,31.93,32.86,32.46,-1.00,-1.00,-1.00,0
22,8.08,2.50,40,457,418,Truck,2,408.89,24.12,24.91,24.52,38.77,1.57,-1.00,0
23,4.75,1.82,43,356,314,Car,2,410.46,32.30,33.72,32.81,49.10,1.51,51.10,1
24,10.21,2.50,69,514,446,Truck,2,409.92,22.71,23.35,23.04,39.23,1.71,152.93,0
25,3.94,1.72,78,490,413,Car,2,410.74,24.32,25.58,24.93,28.73,1.13,57.07,0
26,5.15,2.02,91,403,313,Car,2,411.87,32.30,33.66,33.02,57.11,1.74,201.74,0
27,5.46,2.02,108,561,454,Car,2,410.17,22.28,23.17,22.64,30.49,1.36,-1.00,0
28,6.47,2.12,129,594,466,Car,2,411.02,21.56,23.41,22.11,12.55,0.57,171.40,0
29,5.05,1.92,133,449,317,Car,2,411.17,32.35,32.74,32.54,49.22,1.51,393.53,0
30,5.66,1.92,133,581,449,Car,2,409.50,22.45,23.23,22.86,46.97,2.03,-1.00,0
31,3.94,1.72,135,449,315,Car,1,410.19,32.36,33.18,32.67,137.97,4.25,50.16,0
32,3.74,1.82,139,489,351,Car,1,409.58,28.95,29.58,29.27,302.25,10.29,35.43,0
33,4.24,1.82,178,612,435,Car,2,410.21,21.06,25.59,23.63,19.04,0.81,9.95,0
34,5.56,2.02,180,625,446,Car,2,411.10,22.75,23.55,23.11,23.71,1.03,19.15,0
35,5.56,2.22,184,492,309,Car,1,410.86,32.13,35.72,33.36,49.12,1.49,22.93,0
36,4.55,1.82,187,450,264,Car,1,410.65,37.77,40.00,39.06,403.08,10.57,189.90,0
37,4.95,1.92,203,498,296,Car,2,379.99,31.75,32.80,32.20,53.40,1.63,124.89,0
38,7.58,2.22,220,529,310,Car,1,410.86,32.49,33.82,33.26,40.52,1.24,43.44,0
39,5.05,1.92,220,649,430,Car,2,410.54,22.98,24.38,23.93,16.74,0.71,15.67,1
40,10.00,2.50,243,682,440,Truck,2,409.05,22.99,23.45,23.30,20.31,0.87,54.45,0
41,4.75,1.92,245,544,300,Car,2,411.03,32.51,35.43,34.38,55.52,1.67,20.23,0
42,5.26,1.92,249,670,422,Car,2,410.51,23.32,25.89,24.38,21.92,0.93,11.21,0
43,3.84,1.82,265,751,487,Car,2,411.08,19.75,23.86,21.16,11.29,0.47,27.08,0
44,4.55,2.02,274,539,266,Car,1,412.04,38.54,39.43,38.90,126.55,3.21,108.65,0
45,7.18,2.43,280,734,455,Car,2,410.22,22.32,23.19,22.60,28.82,1.27,-1.00,0
46,4.65,1.92,282,587,306,Car,2,413.17,33.08,34.25,33.88,48.08,1.45,33.57,0
47,6.47,2.22,300,768,469,Car,2,410.92,21.09,24.54,21.96,6.14,0.28,7.32,0
48,5.05,1.92,311,615,305,Car,1,410.63,33.25,34.20,33.79,113.45,3.32,70.16,0
49,4.75,2.02,318,577,260,Car,1,409.08,39.10,39.91,39.51,54.54,1.39,62.87,0
50,4.85,1.72,331,668,338,Car,2,412.31,29.67,32.13,30.60,60.11,1.87,-1.00,0
51,6.47,2.63,332,791,460,Car,2,401.60,20.43,24.44,21.88,5.58,0.25,13.03,1
52,6.67,2.53,336,787,452,Car,2,409.97,22.32,23.37,22.73,39.05,1.73,47.77,0
53,4.65,1.92,358,828,471,Car,2,408.78,20.11,24.37,21.76,16.40,0.72,19.56,0
54,4.85,1.82,371,657,287,Car,1,402.97,34.97,35.83,35.23,81.32,2.27,-1.00,1
55,4.65,1.92,371,711,341,Car,1,412.22,29.77,31.60,30.32,52.08,1.69,-1.00,0
56,4.45,1.92,375,711,337,Car,2,411.91,29.97,31.90,30.66,49.73,1.58,29.78,0
57,4.55,1.92,383,841,459,Car,2,410.38,19.69,25.11,22.41,13.92,0.64,6.25,1
58,5.05,1.92,393,731,339,Car,1,403.62,28.80,31.18,29.87,20.43,0.70,-1.00,1
59,2.63,1.62,398,741,344,Car,2,411.42,29.30,31.04,29.99,25.03,0.83,75.81,0
60,4.45,1.82,414,842,429,Car,2,403.68,21.91,27.46,23.60,13.13,0.55,3.99,1
61,4.45,1.82,417,770,354,Car,2,411.95,27.75,30.17,29.19,18.64,0.67,-1.00,0
62,6.27,2.32,449,794,346,Car,2,412.12,28.97,31.59,29.88,23.11,0.76,8.93,0
63,4.14,1.92,470,901,432,Car,2,411.75,22.30,25.90,23.90,41.11,1.80,20.57,0
64,16.78,2.50,474,899,426,Truck,2,409.17,22.43,24.43,24.08,36.29,1.53,15.37,0
65,4.04,1.82,485,831,347,Car,2,411.84,28.31,32.69,29.79,32.37,1.09,17.60,0
66,3.84,1.82,503,907,405,Car,2,410.91,24.22,27.60,25.44,7.67,0.31,4.85,1
67,4.85,1.82,509,813,305,Car,1,410.34,33.52,34.06,33.76,97.50,2.90,27.73,1
68,4.65,2.12,510,764,255,Car,1,412.33,38.21,42.49,40.61,170.79,4.19,30.61,0
69,16.47,2.50,517,965,449,Truck,1,408.80,22.65,23.02,22.82,12.97,0.57,-1.00,0
70,4.24,1.92,535,888,354,Car,1,404.80,27.58,29.52,28.68,16.38,0.58,-1.00,0
71,4.65,2.02,539,883,345,Car,2,411.11,27.24,32.92,29.89,33.31,1.22,20.81,0
72,4.35,1.82,552,825,274,Car,1,411.09,35.23,39.54,37.67,59.44,1.68,-1.00,0
73,4.55,1.82,576,859,284,Car,1,405.25,34.24,37.63,35.82,30.21,0.88,-1.00,1
74,5.36,2.50,582,1031,450,Truck,1,406.93,22.22,22.98,22.67,53.65,2.37,179.78,0
75,4.65,1.92,594,924,331,Car,1,403.61,29.23,30.94,30.59,38.18,1.28,17.31,1
76,6.16,2.22,595,882,288,Car,1,411.65,34.78,37.67,35.88,18.93,0.54,83.33,0
77,4.14,1.72,611,964,354,Car,2,411.13,26.20,30.63,29.13,12.67,0.44,12.71,0
78,16.78,2.50,623,1046,424,Truck,2,408.33,23.99,24.38,24.15,126.39,5.24,74.80,0
79,4.95,1.92,627,936,310,Car,2,403.49,27.96,34.58,32.66,42.71,1.41,6.88,1
80,4.95,1.92,669,985,317,Car,2,408.46,30.48,33.26,32.33,48.26,1.45,14.20,0
81,9.90,2.22,669,1089,421,Car,2,411.31,23.55,25.19,24.49,35.37,1.47,-1.00,0
82,6.47,2.32,674,1021,348,Car,1,410.20,28.92,30.58,29.57,91.14,2.98,237859.28,0
83,5.86,2.02,699,1132,434,Car,2,411.53,22.29,25.74,23.77,22.36,0.89,30.49,0
84,4.65,1.82,704,1021,318,Car,2,410.90,31.02,32.89,32.42,41.50,1.30,11.82,1
85,21.53,2.50,744,1200,457,Truck,2,412.41,22.10,23.03,22.64,97.51,4.41,-1.00,0
86,11.62,2.50,745,1160,416,Truck,1,393.84,22.77,24.28,23.73,121.72,5.19,78.09,0
87,4.55,1.72,753,1069,317,Car,2,410.34,31.76,33.35,32.48,59.17,1.86,47.31,0
88,4.65,1.72,758,1113,356,Car,1,411.63,28.55,29.59,29.00,96.95,3.31,217.80,0
89,4.55,1.82,775,1176,402,Car,2,410.18,23.09,31.38,25.59,38.05,1.61,10.41,0
90,4.75,1.92,780,1063,284,Car,1,411.23,36.25,36.49,36.35,256.55,7.03,568.49,0
91,4.35,1.72,787,1107,321,Car,2,410.91,31.24,33.11,32.12,36.87,1.13,39.52,0
92,3.94,1.77,802,1202,401,Car,2,410.88,23.61,29.69,25.68,21.24,0.87,20.98,0
93,4.85,2.02,805,1136,332,Car,1,409.04,29.49,31.72,30.91,22.92,0.77,12.99,0
94,4.95,1.92,813,1135,323,Car,2,409.93,31.04,32.65,31.83,27.41,0.87,40.71,0
95,4.45,1.72,826,1153,328,Car,2,411.68,31.00,33.14,31.51,14.01,0.42,17.14,0
96,16.57,2.50,826,1268,443,Truck,2,409.54,22.66,23.48,23.17,46.76,2.01,53.08,0
97,4.45,1.82,827,1201,375,Car,2,404.88,24.09,31.51,27.08,4.52,0.17,2.32,1
98,4.14,1.82,843,1200,358,Car,1,404.17,27.87,29.17,28.31,32.06,1.14,6.10,0
99,4.45,1.92,849,1140,292,Car,1,411.54,35.25,35.65,35.38,96.39,2.70,-1.00,0
100,4.55,1.82,852,1169,318,Car,1,409.82,31.58,33.01,32.34,37.52,1.18,16.90,0
101,4.85,1.92,852,1174,323,Car,2,409.23,30.64,33.60,31.82,18.84,0.60,12.77,0
102,3.94,1.82,874,1189,316,Car,1,410.33,32.02,33.38,32.58,21.36,0.66,32.37,0
103,3.84,1.82,898,1265,368,Car,2,411.87,25.77,31.15,28.07,57.90,2.24,15.44,0
104,5.26,2.02,918,1252,335,Car,2,411.48,30.10,32.49,30.81,49.94,1.64,13.94,0
105,3.84,1.82,920,1193,274,Car,1,410.99,37.52,37.95,37.65,76.52,2.03,32.48,0
106,15.46,2.50,929,1428,500,Truck,2,409.85,20.32,20.72,20.54,80.91,3.92,-1.00,0
107,7.98,2.50,933,1349,417,Truck,1,407.57,24.26,24.79,24.50,93.84,3.79,-1.00,0
108,6.06,2.32,935,1311,377,Car,2,409.95,26.82,28.08,27.27,38.24,1.36,29.68,0
109,4.45,2.02,938,1249,312,Car,1,409.22,31.98,33.42,32.91,73.22,2.24,82.86,0
110,4.95,1.82,973,1308,336,Car,2,411.74,29.90,31.71,30.75,61.36,2.01,49.58,0
111,4.75,1.82,980,1341,362,Car,2,411.84,27.80,29.02,28.53,27.59,0.99,21.07,0
112,5.05,2.12,989,1292,304,Car,1,411.88,33.72,34.27,34.00,98.68,2.88,-1.00,0
113,4.65,1.92,996,1331,336,Car,2,411.15,30.59,30.83,30.70,23.40,0.76,31.90,0
114,16.78,2.50,996,1489,494,Truck,2,409.09,19.53,21.68,20.75,30.20,1.46,34.18,0
115,5.05,2.12,1031,1522,492,Car,2,411.06,20.01,21.29,20.94,20.54,1.00,19.50,0
116,4.85,1.82,1035,1371,337,Car,2,411.75,29.66,32.19,30.65,43.12,1.40,36.24,0
117,3.84,1.82,1061,1438,378,Car,1,410.80,26.71,27.76,27.26,90.36,3.35,34.23,1
118,7.18,2.12,1063,1412,350,Car,2,411.33,28.96,30.08,29.48,78.24,2.63,41.89,0
119,6.06,1.92,1066,1410,345,Car,2,409.22,29.48,30.84,29.74,29.29,0.99,-1.00,0
120,4.85,1.92,1071,1404,334,Car,1,411.20,30.64,31.27,30.88,106.99,3.42,-1.00,1
121,4.75,1.92,1074,1569,496,Car,2,411.58,20.05,21.23,20.79,30.90,1.53,31.25,0
122,4.14,1.82,1083,1440,358,Car,1,411.91,27.87,29.55,28.86,20.60,0.73,57.84,0
123,5.46,2.02,1094,1440,347,Car,2,412.11,29.55,30.16,29.79,27.75,0.93,43.52,0
124,4.14,1.82,1105,1469,365,Car,1,411.32,27.72,29.43,28.26,20.41,0.73,-1.00,0
125,4.65,1.92,1113,1465,353,Car,2,410.81,28.50,29.90,29.19,52.97,1.79,-1.00,0
