id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.55,1.82,1,45,45,Car,1,58.06,32.79,33.27,33.04,-1.00,-1.00,-1.00,0
2,9.70,2.32,1,65,65,Car,2,62.56,24.32,24.62,24.48,-1.00,-1.00,-1.00,0
3,4.75,1.92,1,67,67,Car,2,88.73,33.43,34.01,33.70,-1.00,-1.00,-1.00,0
4,20.31,2.50,1,86,86,Truck,2,82.50,24.06,24.43,24.30,22.49,0.93,-1.00,0
5,5.15,2.12,1,130,130,Car,1,145.93,27.59,28.89,28.31,83.54,2.89,-1.00,0
6,5.05,2.02,1,131,131,Car,1,263.48,50.23,50.98,50.73,-1.00,-1.00,-1.00,0
7,4.24,1.82,1,178,178,Car,2,273.69,37.59,39.71,38.69,169.47,4.40,37.95,0
8,4.55,2.02,1,224,224,Car,1,297.91,33.33,33.54,33.42,119.96,3.59,20.67,0
9,4.55,1.82,1,238,238,Car,2,305.41,31.47,32.82,32.22,170.35,5.30,22.20,0
10,3.94,1.92,1,255,255,Car,2,371.11,35.17,38.00,36.55,92.14,2.62,-1.00,0
11,4.75,2.02,1,264,264,Car,1,377.81,35.15,36.72,35.93,53.08,1.50,22.16,0
12,4.55,2.02,12,294,283,Car,2,412.24,35.79,37.74,36.57,51.66,1.42,-1.00,1
13,4.75,1.92,33,286,254,Car,2,410.90,36.82,45.53,40.63,19.28,0.49,7.44,0
14,17.48,2.50,33,423,391,Truck,2,408.16,25.83,26.80,26.18,19.32,0.73,-1.00,1
15,17.18,2.50,55,465,411,Truck,2,388.33,23.21,24.12,23.69,14.19,0.60,-1.00,0
16,4.75,2.02,60,420,361,Car,2,410.97,26.17,32.09,28.55,5.69,0.20,37.96,0
17,4.75,1.92,68,373,306,Car,2,410.71,33.28,34.63,33.68,47.27,1.42,-1.00,2
18,4.75,2.02,78,394,317,Car,2,410.81,30.10,34.72,32.53,8.15,0.27,-1.00,1
19,4.14,1.82,112,514,403,Car,2,411.38,24.14,29.03,25.59,23.44,0.95,8.82,0
20,4.75,1.92,118,414,297,Car,2,410.90,32.80,37.29,34.71,16.98,0.50,9.65,0
21,5.96,2.43,133,396,264,Car,2,367.31,33.77,36.44,34.91,10.12,0.29,5.51,0
22,4.85,2.02,136,428,293,Car,2,403.62,32.27,37.87,34.57,15.22,0.45,8.85,0
23,5.76,2.02,139,448,310,Car,2,409.56,32.39,33.64,33.15,30.87,0.95,10.16,0
24,12.43,2.53,146,544,399,Car,2,395.40,24.17,25.22,24.84,25.63,1.04,61.95,0
25,4.35,1.92,159,403,245,Car,1,407.87,41.21,42.57,41.82,-1.00,-1.00,-1.00,0
26,3.94,1.82,163,459,297,Car,2,410.82,33.10,36.57,34.72,23.84,0.71,9.74,0
27,4.35,1.92,195,483,289,Car,2,411.64,34.78,37.06,35.75,29.78,0.84,12.43,1
28,5.96,2.12,201,526,326,Car,2,411.95,31.21,31.99,31.70,33.60,1.05,-1.00,0
29,16.98,2.50,204,616,413,Truck,2,408.69,24.33,25.29,24.81,39.56,1.62,37.63,0
30,3.84,1.82,224,502,279,Car,2,412.06,35.85,38.32,37.08,38.59,1.04,20.11,0
31,6.06,2.22,230,551,322,Car,2,410.38,31.15,32.74,31.97,26.19,0.82,34.01,0
32,4.95,1.92,248,525,278,Car,2,410.29,35.72,38.32,37.05,27.92,0.78,-1.00,0
33,6.97,2.50,256,591,336,Truck,1,406.70,30.13,30.67,30.36,389.96,12.74,-1.00,0
34,4.95,1.92,266,547,282,Car,2,411.78,36.03,37.43,36.66,21.86,0.60,299.93,0
35,4.14,1.82,267,580,314,Car,2,412.52,32.13,33.25,32.96,33.34,1.01,20.99,0
36,4.85,2.02,291,567,277,Car,2,409.56,36.21,37.81,37.12,26.42,0.70,55.72,0
37,4.85,2.02,309,587,279,Car,2,411.80,36.51,37.98,37.05,21.15,0.57,26.20,0
38,17.28,2.50,311,716,406,Truck,2,399.91,24.18,25.37,24.69,78.20,3.15,162.67,0
39,4.85,1.82,326,621,296,Car,2,411.75,34.16,35.58,34.91,51.37,1.49,25.94,0
40,4.75,2.02,346,620,275,Car,2,410.86,37.22,37.79,37.51,43.73,1.16,38.39,0
41,5.26,2.22,357,622,266,Car,1,408.30,38.10,39.18,38.54,328.07,8.37,-1.00,0
42,4.85,2.02,385,648,264,Car,2,404.86,38.30,38.74,38.51,45.26,1.18,34.72,0
43,17.28,2.50,387,766,380,Truck,1,385.56,25.18,25.83,25.44,142.55,5.54,-1.00,0
44,5.66,2.02,402,667,266,Car,2,409.94,38.33,39.90,38.70,16.50,0.43,15.53,0
45,4.75,1.92,410,675,266,Car,1,401.40,37.46,38.68,37.89,79.23,2.05,-1.00,0
46,5.15,1.92,419,719,301,Car,2,403.89,31.81,34.64,33.67,126.30,3.95,297.52,0
47,4.75,1.92,433,696,264,Car,1,401.25,37.48,38.73,38.16,26.34,0.70,30.41,0
48,4.35,1.82,453,763,311,Car,2,410.66,32.32,34.71,33.13,38.07,1.17,135.29,0
49,17.08,2.50,457,888,432,Truck,2,408.65,23.49,24.05,23.72,133.79,5.66,-1.00,0
50,5.26,2.12,480,740,261,Car,1,400.92,38.08,38.90,38.57,62.92,1.63,57.37,0
51,5.26,2.12,540,863,324,Car,2,411.39,31.48,32.32,31.86,108.91,3.46,-1.00,0
52,7.18,2.12,571,886,316,Car,2,401.44,30.92,32.46,31.88,31.32,0.99,118.42,0
53,17.18,2.50,585,1010,426,Truck,1,407.63,23.80,24.27,23.99,185.60,7.66,-1.00,0
54,4.85,1.92,617,903,287,Car,1,406.87,35.12,35.84,35.59,204.23,5.72,-1.00,0
55,17.18,2.50,621,1033,413,Truck,2,408.85,24.49,25.28,24.82,127.02,5.10,136.64,0
56,4.45,1.92,654,927,274,Car,1,408.05,35.83,38.64,37.38,30.61,0.85,18.02,1
57,4.75,1.92,663,941,279,Car,2,409.01,36.62,37.09,36.80,398.91,10.89,-1.00,0
58,3.94,1.82,672,1019,348,Car,2,410.55,29.38,29.99,29.59,120.93,4.09,-1.00,0
59,7.18,2.12,702,1081,380,Car,2,382.19,24.43,26.26,25.24,52.38,2.06,77.58,0
60,4.65,2.02,707,1002,296,Car,1,408.38,34.51,34.88,34.62,77.21,2.23,-1.00,1
61,4.45,1.92,723,987,265,Car,2,402.77,37.81,38.40,38.17,71.67,1.88,45.66,0
62,4.14,1.92,747,1107,361,Car,2,403.69,27.57,29.51,28.05,8.62,0.29,8.15,1
63,4.85,1.92,758,1039,282,Car,2,410.78,36.15,37.61,36.57,49.23,1.35,-1.00,0
64,17.48,2.50,764,1133,370,Truck,1,380.59,25.61,26.49,25.78,33.07,1.24,-1.00,0
65,7.18,2.63,775,1094,320,Car,2,400.23,31.20,31.79,31.38,97.06,3.08,56.89,0
