id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,5.86,2.32,1,56,56,Car,1,50.73,22.95,23.32,23.13,-1.00,-1.00,-1.00,0
2,4.35,1.82,1,93,93,Car,2,102.63,27.59,28.28,27.95,-1.00,-1.00,-1.00,0
3,6.47,2.22,1,95,95,Car,2,115.53,30.48,31.23,30.78,-1.00,-1.00,-1.00,0
4,4.65,1.92,1,107,107,Car,2,128.84,30.10,30.93,30.43,8.00,0.26,18.20,0
5,4.24,1.72,1,109,109,Car,2,117.85,27.19,27.59,27.31,10.68,0.39,-1.00,0
6,6.06,2.12,1,123,123,Car,2,140.70,28.42,29.10,28.87,10.06,0.34,6.61,0
7,4.24,1.82,1,151,151,Car,2,170.45,27.98,28.54,28.44,33.04,1.18,-1.00,0
8,16.57,2.50,1,190,190,Truck,1,179.48,23.56,23.94,23.76,109.76,4.59,112.90,0
9,4.45,1.82,1,192,192,Car,2,197.52,25.06,27.01,25.88,42.58,1.59,-1.00,0
10,4.65,1.82,1,259,259,Car,2,286.56,23.39,32.00,27.79,55.13,1.97,10.64,0
11,3.94,1.92,1,282,282,Car,1,394.95,33.81,37.44,35.15,-1.00,-1.00,-1.00,0
12,8.39,2.50,1,270,270,Truck,1,227.15,20.87,21.31,21.12,52.01,2.46,-1.00,0
13,16.52,2.50,1,291,291,Truck,1,279.36,23.47,24.43,24.09,161.60,6.64,-1.00,0
14,9.80,2.50,1,329,329,Truck,2,365.78,27.27,29.88,27.89,68.43,2.33,16.61,0
15,16.27,2.50,1,403,403,Truck,2,375.66,22.70,23.91,23.38,236.30,10.37,-1.00,0
16,4.24,1.92,2,82,81,Car,1,100.71,31.31,31.72,31.53,-1.00,-1.00,-1.00,0
17,4.95,2.02,2,129,128,Car,2,151.50,28.46,32.05,29.84,16.41,0.54,15.74,0
18,16.88,2.50,2,130,129,Truck,2,121.60,23.74,23.90,23.81,-1.00,-1.00,-1.00,0
19,4.14,1.72,2,198,197,Car,2,206.67,26.04,27.03,26.37,25.86,0.95,-1.00,0
20,4.24,1.72,2,278,277,Car,2,324.93,28.68,30.33,29.47,88.67,3.09,26.89,0
21,3.94,1.92,2,297,296,Car,2,350.70,27.67,30.57,29.73,15.93,0.54,14.47,0
22,4.55,1.82,2,297,296,Car,1,411.37,33.27,37.15,34.88,12.89,0.36,6.67,1
23,10.00,2.50,2,329,328,Truck,1,284.60,21.16,22.62,21.77,28.62,1.32,24.23,0
24,4.75,1.92,2,353,352,Car,2,411.22,28.50,29.62,29.30,55.36,1.90,40.29,0
25,7.68,2.50,14,460,447,Truck,2,408.94,22.50,23.59,22.94,38.57,1.69,1361.34,0
26,4.45,1.82,21,323,303,Car,1,410.46,30.74,37.16,33.99,21.80,0.62,46.97,0
27,4.55,1.82,60,389,330,Car,2,410.85,29.71,31.85,31.23,41.43,1.30,12.36,0
28,4.85,2.02,95,421,327,Car,2,409.44,30.41,32.00,31.41,36.30,1.14,57.95,0
29,6.16,2.50,115,541,427,Truck,1,407.99,23.43,24.60,23.95,194.34,8.16,69.69,0
30,4.55,1.72,123,459,337,Car,2,409.05,29.14,31.73,30.48,29.20,0.97,-1.00,0
31,4.65,1.92,128,458,331,Car,2,409.97,29.69,31.90,31.07,155.25,4.87,40.79,0
32,4.55,1.72,149,496,348,Car,2,411.96,26.73,32.37,29.69,27.52,1.03,231.55,0
33,16.57,2.50,159,614,456,Truck,2,410.24,22.02,23.20,22.55,114.84,5.21,-1.00,0
34,3.74,1.72,161,476,316,Car,1,411.07,32.33,32.96,32.64,196.59,6.05,120.62,0
35,4.14,1.82,164,512,349,Car,2,411.20,28.37,31.33,29.55,39.87,1.40,-1.00,0
36,5.05,2.32,167,490,324,Car,1,409.90,30.96,32.83,31.74,243.58,7.63,28.83,0
37,16.47,2.50,171,624,454,Truck,1,407.69,21.98,23.13,22.51,38.32,1.66,-1.00,0
38,6.57,2.22,188,544,357,Truck,2,408.65,26.59,31.06,28.71,33.46,1.25,-1.00,0
39,3.54,1.72,200,660,461,Car,2,411.58,21.02,22.68,22.36,34.46,1.59,2365.80,0
40,4.04,1.82,202,539,338,Car,2,411.00,30.02,31.15,30.51,28.90,0.94,21.81,0
41,4.75,1.82,212,515,304,Car,1,403.36,30.62,35.63,33.29,47.41,1.43,20.21,1
42,4.65,1.82,219,559,341,Car,2,410.58,28.26,30.97,30.20,16.28,0.54,38.18,0
43,10.71,2.12,225,649,425,Car,2,411.05,21.64,26.55,24.24,7.49,0.31,5.11,1
44,3.23,1.62,230,615,386,Car,2,411.43,25.84,28.05,26.73,43.84,1.69,-1.00,0
45,4.04,1.72,242,541,300,Car,1,410.87,33.22,35.72,34.37,23.47,0.70,9.06,0
46,6.37,2.50,244,680,437,Truck,1,408.64,23.00,23.62,23.44,44.97,1.95,36.13,0
47,4.75,1.92,249,603,355,Car,2,411.04,28.49,30.02,29.05,30.69,1.07,33.57,0
48,3.94,1.82,254,573,320,Car,1,404.48,30.80,32.73,31.71,66.44,2.14,131.50,0
49,5.66,2.02,254,693,440,Car,2,411.66,22.46,24.19,23.45,18.14,0.78,16.91,0
50,4.24,1.82,267,674,408,Car,2,404.30,24.06,25.51,24.84,19.32,0.79,43.27,0
51,4.55,1.82,270,621,352,Car,2,410.24,28.25,30.79,29.23,15.28,0.53,11.80,0
52,4.65,1.92,278,576,299,Car,1,410.17,33.49,35.62,34.42,42.10,1.25,58.49,0
53,4.35,1.82,293,588,296,Car,1,409.59,33.68,35.85,34.73,11.58,0.34,13.06,0
