id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,17.28,2.50,1,32,32,Truck,1,25.22,19.89,20.70,20.30,-1.00,-1.00,-1.00,0
2,5.66,2.02,1,41,41,Car,2,20.60,12.64,13.27,12.95,-1.00,-1.00,-1.00,0
3,5.56,1.82,1,42,42,Car,2,21.58,12.99,13.48,13.23,-1.00,-1.00,-1.00,0
4,6.67,2.43,1,77,77,Car,1,94.80,31.02,31.53,31.25,-1.00,-1.00,-1.00,0
5,5.05,1.92,1,79,79,Car,2,40.63,12.15,14.11,13.08,12.44,1.02,-1.00,0
6,5.46,1.92,1,91,91,Car,2,36.53,9.16,11.02,10.17,-1.00,-1.00,-1.00,0
7,5.46,1.92,1,98,98,Car,1,141.28,35.68,36.89,36.45,14.10,0.39,7.11,0
8,5.46,1.92,1,112,112,Car,1,140.49,31.08,32.07,31.66,38.21,1.21,37.99,0
9,5.15,2.50,1,114,114,Truck,2,55.90,11.95,12.97,12.38,11.13,0.92,-1.00,0
10,5.05,1.92,1,116,116,Car,2,51.42,9.49,14.28,11.21,31.46,3.30,-1.00,0
11,8.59,2.50,1,139,139,Truck,1,140.58,25.20,25.65,25.49,100.57,3.92,17.46,0
12,4.14,1.82,1,161,161,Car,2,83.00,11.84,13.52,12.98,20.28,1.53,29.48,0
13,6.27,2.12,1,170,170,Car,1,247.94,36.38,37.09,36.72,99.29,2.70,92.54,0
14,5.15,2.02,1,158,158,Car,2,67.17,9.48,13.46,10.69,10.32,1.04,-1.00,0
15,17.79,2.50,1,202,202,Truck,2,76.35,7.72,11.53,9.50,20.52,2.64,-1.00,0
16,4.95,1.92,1,204,204,Car,1,253.81,30.40,31.96,31.27,108.19,3.38,861.12,0
17,20.11,2.50,1,207,207,Truck,1,193.30,23.21,23.87,23.47,31.94,1.33,-1.00,0
18,5.05,2.02,1,217,217,Car,2,108.14,11.19,13.51,12.53,20.11,1.79,186.75,0
19,5.26,1.92,1,227,227,Car,1,282.17,30.23,32.22,31.23,22.76,0.71,89.00,0
20,4.45,1.92,1,234,234,Car,2,100.74,8.96,11.31,10.82,20.65,1.83,26.98,0
21,5.56,1.92,1,279,279,Car,1,349.84,30.46,33.35,31.48,57.45,1.84,54.26,0
22,5.26,2.02,1,288,288,Car,2,135.26,7.74,14.87,11.80,22.57,2.64,305.49,0
23,17.38,2.50,1,240,240,Truck,2,85.15,7.54,10.75,8.91,14.26,1.88,-1.00,0
24,5.36,1.92,1,313,313,Car,1,401.31,28.67,36.40,32.17,30.75,1.00,13.51,0
25,4.45,1.82,1,321,321,Car,2,116.86,7.91,13.15,9.14,11.03,1.36,19.43,0
