id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.55,1.72,1,54,54,Car,2,70.56,32.72,34.06,33.40,-1.00,-1.00,-1.00,0
2,5.05,1.92,1,60,60,Car,2,83.89,35.27,35.94,35.63,-1.00,-1.00,-1.00,0
3,4.75,1.72,1,95,95,Car,2,126.64,33.25,34.23,33.75,51.40,1.52,96.87,0
4,4.85,1.82,1,155,155,Car,1,211.34,33.70,34.61,34.36,-1.00,-1.00,-1.00,0
5,4.45,1.82,1,161,161,Car,1,240.74,37.04,38.00,37.66,21.24,0.56,6.24,1
6,4.85,1.92,1,184,184,Car,1,292.49,39.89,40.10,39.99,42.44,1.06,6.62,0
7,19.20,2.50,1,221,221,Truck,2,226.12,25.25,26.32,25.72,11.18,0.44,-1.00,0
8,5.15,1.82,1,225,225,Car,1,346.38,37.91,39.57,38.69,94.04,2.41,49.66,0
9,4.85,1.82,1,227,227,Car,2,287.37,31.22,33.02,31.82,86.91,2.78,39.37,0
10,4.24,1.72,1,251,251,Car,2,364.50,34.89,38.18,36.47,275.73,7.76,-1.00,0
11,4.95,1.82,1,284,284,Car,2,385.17,32.62,35.72,34.05,15.13,0.46,-1.00,0
12,16.88,2.50,1,297,297,Truck,2,295.61,24.22,25.96,24.98,52.40,2.16,-1.00,0
13,4.45,1.92,1,417,417,Car,1,388.48,22.91,24.51,23.35,24.00,1.04,-1.00,0
14,16.67,2.50,1,418,418,Truck,2,385.86,22.32,24.36,23.14,74.75,3.34,-1.00,0
15,4.85,2.02,2,71,70,Car,1,82.04,29.20,29.86,29.71,-1.00,-1.00,-1.00,0
16,4.85,1.92,2,272,271,Car,1,390.31,35.66,36.85,36.15,40.69,1.10,-1.00,2
17,4.04,1.72,2,269,268,Car,2,314.03,28.86,30.10,29.42,29.87,1.03,-1.00,0
18,4.65,1.82,2,297,296,Car,2,367.07,30.18,32.12,31.13,25.40,0.79,12.61,0
19,11.32,2.22,5,168,164,Car,2,190.97,29.04,29.59,29.32,58.73,2.02,-1.00,1
20,4.35,1.82,10,436,427,Car,1,403.79,23.04,24.48,23.71,19.96,0.83,21.70,0
21,4.85,1.92,23,325,303,Car,1,403.26,32.78,33.94,33.40,46.15,1.39,-1.00,2
22,16.78,2.50,24,458,435,Truck,2,409.27,22.85,24.75,23.59,22.59,0.92,58.86,0
23,4.95,1.82,28,311,284,Car,2,410.88,35.70,37.36,36.32,36.01,0.98,14.74,0
24,3.64,1.72,30,417,388,Car,1,408.02,23.87,30.00,26.36,8.83,0.34,4.10,1
25,3.74,1.82,37,477,441,Car,1,403.39,21.72,25.55,22.93,119.91,5.32,-1.00,0
26,4.45,1.72,53,467,415,Car,1,410.36,23.82,26.11,24.79,16.48,0.67,10.75,0
27,5.05,1.82,58,360,303,Car,1,401.30,32.66,33.82,33.23,40.42,1.23,-1.00,0
28,16.98,2.50,59,507,449,Truck,2,409.28,22.13,24.22,22.85,13.79,0.62,-1.00,0
29,4.55,1.92,65,404,340,Car,2,411.24,29.36,31.85,30.34,114.89,3.91,-1.00,0
30,16.98,2.50,83,520,438,Truck,1,406.41,22.33,24.10,23.25,16.53,0.73,18.39,0
31,4.95,2.02,85,492,408,Car,1,409.44,23.48,27.74,25.16,16.90,0.70,11.27,0
32,4.95,1.82,117,460,344,Car,2,410.44,28.10,31.59,29.94,56.06,1.99,-1.00,0
33,4.55,1.82,118,567,450,Car,1,406.59,21.95,23.97,22.65,29.20,1.21,-1.00,0
