id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.24,1.82,1,32,32,Car,2,39.51,31.66,32.41,32.03,-1.00,-1.00,-1.00,0
2,4.14,1.82,1,45,45,Car,1,65.37,36.77,37.61,37.20,-1.00,-1.00,-1.00,0
3,17.99,2.50,1,49,49,Truck,2,50.81,26.25,26.90,26.57,-1.00,-1.00,-1.00,0
4,17.79,2.50,1,51,51,Truck,2,54.43,26.72,27.93,27.32,-1.00,-1.00,-1.00,0
5,4.85,1.92,1,75,75,Car,2,78.64,25.95,27.40,26.66,24.50,0.92,-1.00,0
6,4.65,1.92,1,87,87,Car,2,123.96,35.45,36.73,36.13,55.61,1.53,13.53,0
7,17.58,2.50,1,97,97,Truck,2,105.75,26.46,28.54,27.55,35.73,1.31,-1.00,0
8,5.66,2.12,1,112,112,Car,2,124.74,26.57,29.11,28.11,10.06,0.36,5.27,0
9,5.05,1.92,1,114,114,Car,1,162.68,35.13,36.88,36.03,91.12,2.47,821.95,0
10,4.55,2.02,1,118,118,Car,2,130.81,26.40,28.86,27.95,44.24,1.56,44.28,0
11,11.62,2.50,1,123,123,Truck,1,114.64,23.24,23.74,23.50,-1.00,-1.00,-1.00,0
12,4.75,2.02,1,176,176,Car,2,288.71,40.14,41.81,41.29,25.60,0.62,14.00,0
13,4.14,1.82,1,176,176,Car,2,224.73,31.63,32.31,32.14,78.04,2.42,13.95,0
14,4.55,1.92,1,178,178,Car,2,219.87,30.13,31.91,31.08,72.21,2.30,22.82,0
15,4.14,1.92,1,179,179,Car,1,228.44,30.85,33.23,32.10,124.99,3.83,109.42,0
16,17.08,2.50,1,227,227,Truck,1,213.32,23.33,23.85,23.61,81.57,3.45,232.39,0
17,5.15,2.22,1,234,234,Car,1,302.60,30.91,34.28,32.48,63.88,2.01,65.60,0
18,4.45,1.82,1,262,262,Car,2,329.95,29.15,33.74,31.62,99.86,3.34,412.03,0
19,4.14,1.92,1,274,274,Car,1,336.34,29.97,31.75,30.82,30.19,0.95,-1.00,0
20,19.30,2.50,1,292,292,Truck,1,275.08,22.41,24.59,23.64,38.99,1.65,53.21,0
21,8.39,2.02,1,331,331,Car,2,332.50,23.49,26.95,25.20,103.87,4.42,-1.00,0
22,5.15,1.92,2,46,45,Car,2,55.71,31.53,32.10,31.81,11.97,0.38,-1.00,0
23,5.15,2.12,2,76,75,Car,1,94.48,31.19,32.55,31.98,-1.00,-1.00,-1.00,0
24,4.24,1.82,2,157,156,Car,2,247.44,39.65,40.98,39.95,108.70,2.74,27.83,0
25,4.65,1.82,2,257,256,Car,2,402.40,36.36,41.81,39.47,110.63,3.04,-1.00,0
26,10.31,2.50,2,374,373,Truck,1,361.14,23.25,25.28,24.28,66.15,2.80,56.87,0
27,3.94,1.92,3,308,306,Car,2,378.62,28.73,34.10,31.05,47.26,1.64,-1.00,0
28,3.74,1.82,8,310,303,Car,1,410.18,31.20,37.35,33.97,253.61,6.81,467.11,0
29,4.14,1.82,12,329,318,Car,1,409.23,30.42,34.32,32.28,63.25,2.05,27.74,0
30,4.95,1.92,15,332,318,Car,2,411.82,31.46,34.14,32.50,26.78,0.81,14.35,0
31,5.15,1.92,24,279,256,Car,2,400.57,38.10,42.36,39.30,33.47,0.87,29.29,0
32,3.89,1.72,65,375,311,Car,2,410.85,30.86,36.19,33.15,57.00,1.64,93.05,0
33,3.84,1.92,68,365,298,Car,1,408.72,31.68,38.23,34.42,66.93,2.07,35.97,0
