id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,3.84,1.72,1,56,56,Car,2,69.57,31.56,31.84,31.70,-1.00,-1.00,-1.00,0
2,4.95,1.92,1,75,75,Car,1,89.39,30.12,30.40,30.26,-1.00,-1.00,-1.00,0
3,4.45,1.92,1,122,122,Car,2,159.45,32.81,33.08,32.99,26.60,0.80,206.41,0
4,4.55,1.92,1,131,131,Car,2,191.73,35.42,38.00,36.92,-1.00,-1.00,-1.00,0
5,3.94,1.72,1,146,146,Car,2,191.46,32.11,33.95,33.05,27.98,0.84,38.57,0
6,4.75,1.92,1,165,165,Car,1,211.51,31.98,32.39,32.28,111.98,3.46,57.17,0
7,4.55,1.92,1,186,186,Car,1,254.06,33.55,35.07,34.36,-1.00,-1.00,-1.00,0
8,5.05,2.02,1,219,219,Car,2,282.93,31.96,33.47,32.46,85.29,2.66,-1.00,0
9,4.45,2.02,1,222,222,Car,1,298.10,32.78,35.05,33.74,46.74,1.34,12.11,1
10,21.42,2.50,1,228,228,Truck,2,209.67,22.61,23.58,23.10,118.04,5.22,-1.00,0
11,4.95,1.82,1,255,255,Car,2,297.60,28.90,29.89,29.31,10.96,0.38,-1.00,0
12,5.05,1.92,1,337,337,Car,2,394.46,28.18,32.00,29.35,91.74,3.20,148.58,0
13,15.36,2.50,1,468,468,Truck,2,409.03,21.47,22.61,21.91,184.74,8.60,-1.00,0
14,4.35,1.72,2,99,98,Car,2,127.89,32.86,33.39,33.03,-1.00,-1.00,-1.00,0
15,4.65,1.82,2,194,193,Car,1,236.32,30.65,30.95,30.79,21.65,0.70,-1.00,0
16,4.95,1.92,2,246,245,Car,1,318.86,32.39,33.07,32.69,17.97,0.54,34.28,0
17,4.55,1.82,2,265,264,Car,1,403.77,37.29,39.23,38.41,114.81,3.02,25.57,0
18,4.04,1.82,2,290,289,Car,1,376.42,31.73,33.71,32.69,52.88,1.57,78.11,1
19,4.75,1.92,32,360,329,Car,2,410.99,30.69,31.83,31.34,22.94,0.74,9.55,1
20,4.65,1.82,35,304,270,Car,1,411.26,37.49,38.69,38.24,53.41,1.42,60.17,0
21,3.74,1.72,47,360,314,Car,2,412.27,32.05,34.31,32.94,14.36,0.44,19.00,0
22,4.35,1.82,48,365,318,Car,1,410.77,31.88,32.98,32.41,147.97,4.49,982.46,0
23,7.07,2.12,66,485,420,Car,2,410.43,24.11,25.15,24.50,60.09,2.48,-1.00,0
24,11.52,2.50,66,525,460,Truck,1,408.44,21.92,22.67,22.25,40.79,1.83,-1.00,0
25,7.07,2.50,67,540,474,Truck,2,409.27,20.44,22.96,21.64,50.85,2.48,-1.00,0
26,4.75,1.92,71,410,340,Car,1,410.20,29.47,30.88,30.27,24.87,0.81,-1.00,1
27,4.04,1.92,86,388,303,Car,1,410.34,33.10,35.70,33.98,73.07,2.04,-1.00,0
28,4.35,1.82,87,505,419,Car,2,410.34,24.29,25.21,24.55,14.36,0.59,14.69,0
29,3.84,1.82,134,544,411,Car,2,409.29,24.31,26.15,24.97,36.45,1.43,39.85,0
30,6.16,2.02,157,576,420,Car,2,410.05,23.37,25.23,24.48,27.52,1.16,12.84,0
31,4.65,1.82,161,446,286,Car,2,411.92,34.13,40.05,36.15,115.28,3.29,18.29,0
32,4.75,1.92,183,489,307,Car,1,409.45,32.96,34.04,33.46,122.13,3.60,33.64,0
33,4.45,1.72,205,522,318,Car,2,402.70,30.46,34.55,31.78,13.58,0.43,2.09,1
34,4.45,1.92,207,461,255,Car,2,410.26,37.54,45.07,40.40,18.48,0.48,6.28,0
35,4.75,1.82,245,492,248,Car,2,409.29,38.85,43.66,41.45,45.17,1.15,14.77,0
36,6.47,1.92,266,587,322,Car,2,406.36,30.91,32.37,31.66,49.67,1.56,7.72,1
37,4.75,1.92,282,587,306,Car,1,409.91,31.58,34.89,33.61,120.95,3.56,78.45,0
38,6.27,2.12,292,618,327,Car,2,410.21,30.93,32.07,31.47,24.88,0.79,17.38,0
39,4.24,1.82,370,735,366,Car,2,410.79,26.71,29.90,28.15,127.03,4.75,42.34,0
40,4.55,1.72,382,686,305,Car,1,409.36,33.17,34.34,33.68,127.11,3.81,71.58,1
41,6.06,2.12,388,690,303,Car,2,411.36,33.83,34.68,34.07,90.73,2.68,32.34,0
42,18.60,2.50,405,818,414,Truck,1,408.35,24.23,25.35,24.73,16.23,0.66,-1.00,0
43,16.57,2.50,407,840,434,Truck,1,409.15,23.19,24.14,23.63,278.04,11.64,132.17,0
44,4.35,1.82,417,830,414,Car,1,410.89,24.28,25.55,24.88,6.91,0.28,19.76,0
45,5.05,1.82,421,703,283,Car,1,412.60,35.08,38.78,36.60,48.09,1.36,34.57,0
46,3.94,1.82,462,761,300,Car,1,404.27,33.15,35.41,33.82,52.40,1.48,187.42,1
47,4.75,1.92,465,817,353,Car,2,409.47,28.96,29.31,29.10,22.33,0.77,-1.00,0
48,4.45,1.92,475,768,294,Car,2,411.18,34.73,35.59,35.10,106.31,3.02,85.69,1
49,4.85,1.92,476,836,361,Car,1,411.15,26.69,31.13,28.57,13.62,0.48,3.63,1
50,13.69,2.50,476,892,417,Truck,1,408.45,24.10,25.05,24.55,37.26,1.54,37.71,0
51,4.45,1.82,487,826,340,Car,2,403.81,28.25,30.54,29.78,20.34,0.67,20.86,1
52,5.15,2.02,489,780,292,Car,1,411.87,34.09,36.78,35.40,18.86,0.54,12.55,0
53,4.45,1.82,518,805,288,Car,1,410.35,34.46,37.95,35.76,28.26,0.81,21.39,0
54,4.24,1.82,519,791,273,Car,2,410.72,37.28,38.50,37.78,44.69,1.20,16.23,0
55,4.65,1.82,530,865,336,Car,1,411.48,26.67,34.91,30.72,23.80,0.83,6.94,0
56,14.05,2.53,540,985,446,Car,2,410.97,22.64,23.79,23.09,49.12,2.16,-1.00,0
57,9.60,2.50,553,984,432,Truck,1,409.07,23.23,24.23,23.74,67.96,2.80,-1.00,0
58,4.35,1.82,567,877,311,Car,1,410.33,31.76,35.32,33.11,7.67,0.24,4.78,1
59,4.35,1.82,569,907,339,Car,2,409.98,29.50,31.76,30.34,107.03,3.47,71.20,0
60,3.84,1.72,580,875,296,Car,2,409.41,32.33,36.96,34.72,87.33,2.70,-1.00,0
61,4.75,1.72,581,866,286,Car,1,409.74,32.63,38.02,35.95,35.72,1.07,7.06,0
62,4.14,1.82,583,1016,434,Car,1,410.89,23.06,24.37,23.73,24.19,1.02,95.39,0
