id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.14,1.72,1,34,34,Car,2,37.10,28.02,28.37,28.19,-1.00,-1.00,-1.00,0
2,4.24,1.82,1,42,42,Car,1,53.57,32.69,33.00,32.83,-1.00,-1.00,-1.00,0
3,15.77,2.50,1,63,63,Truck,1,56.06,22.50,22.83,22.67,-1.00,-1.00,-1.00,0
4,4.35,1.72,1,74,74,Car,1,96.58,32.80,33.58,33.16,-1.00,-1.00,-1.00,0
5,4.85,1.82,1,85,85,Car,1,111.09,32.99,33.32,33.13,52.81,1.59,177.67,0
6,4.14,1.72,1,96,96,Car,2,132.77,34.98,35.06,35.02,-1.00,-1.00,-1.00,0
7,4.85,1.72,1,119,119,Car,2,149.40,30.68,32.76,31.69,15.02,0.48,38.22,1
8,4.45,1.82,1,145,145,Car,1,196.95,33.89,34.59,34.23,78.07,2.28,74.25,0
9,4.85,1.92,1,153,153,Car,1,218.40,34.97,36.73,35.96,109.94,3.05,44.80,0
10,4.04,1.82,1,173,173,Car,2,211.69,30.61,31.42,30.79,57.29,1.86,69.29,0
11,5.05,2.12,1,232,232,Car,2,351.37,37.52,38.82,38.05,-1.00,-1.00,-1.00,0
12,10.21,2.50,1,318,318,Truck,1,277.47,21.76,22.04,21.89,211.98,9.63,-1.00,0
13,14.25,2.50,1,328,328,Truck,1,316.31,23.99,24.41,24.19,106.95,4.45,-1.00,0
14,19.00,2.50,1,397,397,Truck,1,343.56,21.54,21.76,21.70,47.74,2.21,-1.00,0
15,4.85,2.02,1,422,422,Car,1,388.45,21.01,24.45,23.08,38.37,1.66,30.06,1
16,4.45,1.92,2,333,332,Car,1,408.99,30.46,31.36,30.91,51.47,1.65,7.64,1
17,16.67,2.50,2,438,437,Truck,2,380.18,21.27,22.04,21.81,155.05,7.29,-1.00,0
18,16.37,2.50,53,550,498,Truck,2,409.79,19.72,22.08,20.62,53.92,2.46,108.22,0
19,6.37,2.50,67,527,461,Truck,1,407.84,21.94,22.59,22.17,67.81,3.02,60.16,0
20,4.45,1.92,74,441,368,Car,1,404.32,26.06,29.59,27.56,22.49,0.81,7.35,0
21,4.55,1.72,109,480,372,Car,1,408.98,26.16,29.73,27.57,29.44,1.12,28.18,0
22,4.04,1.82,123,424,302,Car,2,407.24,33.36,34.43,33.84,-1.00,-1.00,-1.00,0
23,9.70,2.50,125,626,502,Truck,2,408.85,19.17,22.79,20.40,43.93,2.13,22.95,0
24,10.31,2.50,139,587,449,Truck,1,410.19,22.45,23.46,22.91,43.68,1.93,38.28,0
25,2.73,1.72,174,471,298,Car,2,367.42,23.86,32.40,30.94,24.82,1.04,-1.00,0
26,6.97,2.73,178,679,502,Car,2,409.99,19.05,22.91,20.47,31.84,1.64,21.32,0
27,3.94,1.72,219,541,323,Car,1,409.62,30.89,32.22,31.82,71.97,2.28,15.51,0
28,16.57,2.50,220,671,452,Truck,1,407.95,22.29,23.01,22.62,57.50,2.50,566.36,0
29,4.75,1.82,275,594,320,Car,1,409.57,31.71,32.90,32.12,63.31,1.95,41.85,0
30,16.78,2.50,288,756,469,Truck,2,408.39,19.43,24.16,21.82,43.27,2.15,15.57,0
31,5.05,1.92,290,537,248,Car,1,411.50,40.26,43.59,41.67,332.19,7.74,26.80,0
32,15.66,2.50,302,741,440,Truck,1,389.20,21.88,22.37,22.17,59.63,2.68,882.09,0
33,4.55,1.92,314,647,334,Car,2,411.26,30.23,31.77,30.89,208.85,6.91,-1.00,0
34,4.65,1.92,328,632,305,Car,2,411.28,33.68,34.23,33.84,-1.00,-1.00,-1.00,0
35,4.85,1.92,374,714,341,Car,2,411.87,29.71,30.95,30.30,67.86,2.28,-1.00,0
36,4.45,1.82,411,744,334,Car,2,410.12,30.58,30.97,30.80,33.67,1.09,51.85,0
37,13.44,2.32,440,772,333,Car,2,410.75,30.72,31.73,30.95,20.63,0.66,58.08,0
38,18.60,2.50,479,911,433,Truck,2,408.45,23.45,23.83,23.65,126.96,5.33,31.09,0
39,4.65,1.92,504,801,298,Car,1,410.23,34.11,35.09,34.55,280.91,8.07,97.23,0
40,4.95,2.02,504,866,363,Car,1,411.00,26.35,30.75,28.40,109.38,3.94,19.60,0
41,5.05,2.02,530,826,297,Car,2,412.11,34.06,35.80,34.83,266.34,7.70,730.55,0
42,4.35,1.72,533,862,330,Car,2,410.07,30.85,31.88,31.18,109.37,3.50,350.17,0
43,3.94,1.62,545,860,316,Car,1,410.23,32.02,33.20,32.57,53.60,1.62,-1.00,0
44,4.75,1.82,548,851,304,Car,2,410.27,33.20,35.21,33.87,18.87,0.57,-1.00,0
45,12.83,2.50,561,977,417,Truck,2,409.20,24.06,25.00,24.60,53.33,2.13,37.04,0
46,3.84,1.82,570,872,303,Car,2,410.78,32.39,36.06,34.05,25.21,0.72,44.48,0
47,4.55,1.92,586,903,318,Car,1,410.99,32.17,33.02,32.43,49.75,1.50,208.43,0
48,4.70,1.82,610,915,306,Car,2,409.55,32.42,34.66,33.59,45.86,1.41,-1.00,0
49,3.84,1.82,611,934,324,Car,2,411.17,30.17,33.56,31.84,91.49,2.79,109.95,0
50,16.57,2.50,614,1047,434,Truck,2,411.74,23.40,24.65,23.78,34.70,1.47,-1.00,0
51,4.75,1.87,662,993,332,Car,2,411.22,28.41,33.92,31.08,56.67,1.99,-1.00,0
52,9.90,2.50,669,1110,442,Truck,1,407.24,22.83,23.46,23.09,25.47,1.10,-1.00,0
53,4.14,1.72,676,1017,342,Car,1,410.25,29.53,30.95,30.09,113.19,3.65,-1.00,0
54,4.45,1.82,684,1039,356,Car,2,410.85,28.54,29.75,28.94,20.16,0.68,29.44,0
55,4.24,1.72,697,1024,328,Car,1,409.00,30.77,31.83,31.28,14.53,0.45,7.37,1
56,4.75,1.92,712,1069,358,Car,2,411.22,28.48,29.40,28.81,26.36,0.91,48.72,0
57,8.29,2.50,723,1146,424,Truck,2,408.96,23.56,24.78,24.18,91.61,3.75,177.18,0
58,16.37,2.50,732,1178,447,Truck,1,407.27,22.02,23.18,22.84,42.95,1.87,233.14,0
59,4.45,1.92,740,1041,302,Car,1,410.01,31.61,35.72,34.06,27.16,0.79,8.60,1
60,4.85,1.92,750,1074,325,Car,1,410.34,31.30,33.42,31.67,9.95,0.30,23.19,0
61,3.84,1.62,757,1037,281,Car,1,410.43,36.26,37.27,36.67,19.19,0.51,10.85,0
62,4.75,2.02,770,1064,295,Car,1,410.95,32.89,38.13,34.96,14.11,0.41,5.31,1
63,4.95,2.02,777,1105,329,Car,2,409.14,30.84,31.52,31.20,26.06,0.83,3.53,1
64,4.95,1.92,800,1140,341,Car,2,411.70,29.92,30.96,30.29,28.28,0.94,81.10,0
65,4.85,1.82,801,1120,320,Car,1,410.90,31.42,34.74,32.21,34.44,1.03,25.56,0
66,4.14,1.87,833,1178,346,Car,2,410.60,29.58,29.94,29.77,34.92,1.17,-1.00,0
67,4.55,1.82,834,1207,374,Car,1,408.60,22.99,33.20,27.40,21.20,0.91,6.19,0
68,4.35,1.82,836,1144,309,Car,1,410.34,31.92,34.99,33.32,27.76,0.86,14.60,0
69,4.14,1.82,839,1157,319,Car,1,411.11,31.27,33.16,32.34,92.28,2.90,-1.00,0
70,4.24,1.72,872,1219,348,Car,2,410.55,28.99,30.82,29.59,41.72,1.42,68.43,0
71,4.04,1.72,892,1188,297,Car,1,409.44,33.53,35.73,34.60,54.72,1.62,25.14,0
72,4.75,1.92,895,1236,342,Car,2,412.13,29.29,31.31,30.22,378.72,12.93,-1.00,0
73,4.14,1.82,895,1242,348,Car,2,411.67,29.14,30.59,29.67,21.27,0.72,35.92,0
74,4.85,1.82,900,1180,281,Car,1,402.82,33.95,39.06,35.98,33.80,0.99,8.96,0
75,4.45,1.92,911,1252,342,Car,2,410.81,29.31,30.98,30.13,13.65,0.46,27.51,0
76,11.02,2.50,940,1389,450,Truck,2,408.64,22.25,23.21,22.76,17.02,0.75,-1.00,0
77,4.65,1.72,942,1285,344,Car,2,410.30,28.63,30.85,29.91,48.74,1.59,46.08,0
78,4.35,1.82,946,1283,338,Car,2,411.49,29.00,33.24,30.53,23.06,0.76,9.46,0
79,4.75,1.82,961,1300,340,Car,2,411.50,28.77,31.50,30.36,15.75,0.51,29.00,1
80,4.24,1.82,975,1273,299,Car,1,411.12,34.05,35.71,34.50,111.19,3.21,147.70,0
81,3.74,1.82,976,1303,328,Car,2,410.31,29.10,34.02,31.38,19.90,0.67,12.21,0
82,5.05,2.02,988,1318,331,Car,2,410.07,29.27,32.44,31.08,12.25,0.40,9.31,1
83,8.59,2.50,1005,1416,412,Truck,1,407.38,24.48,25.19,24.79,197.89,8.01,116.02,0
84,4.75,1.92,1006,1270,265,Car,1,409.66,38.20,39.07,38.82,127.73,3.27,25.76,0
85,4.85,1.92,1033,1349,317,Car,2,410.20,28.78,34.55,32.46,32.26,1.07,13.48,0
86,16.47,2.50,1056,1505,450,Truck,2,409.57,22.41,23.27,22.81,88.18,3.91,-1.00,0
87,4.85,2.02,1059,1454,396,Car,1,410.12,24.70,28.05,25.97,31.80,1.28,17.30,0
88,4.95,1.92,1103,1405,303,Car,2,410.29,31.71,34.85,33.98,66.14,2.02,16.89,0
89,4.65,1.82,1108,1363,256,Car,1,409.96,39.60,40.91,40.21,143.61,3.59,74.86,0
90,6.16,2.43,1132,1437,306,Car,1,410.51,33.40,34.02,33.66,211.55,6.23,-1.00,0
91,4.65,1.82,1143,1456,314,Car,2,409.96,32.14,33.42,32.78,50.52,1.51,80.67,1
92,16.57,2.50,1146,1594,449,Truck,2,408.61,22.44,23.18,22.81,63.21,2.80,-1.00,0
93,4.24,1.82,1160,1509,350,Car,2,411.28,28.97,30.13,29.48,18.38,0.62,-1.00,0
94,16.17,2.50,1176,1595,420,Truck,1,407.52,24.00,24.69,24.32,110.85,4.50,-1.00,0
95,16.88,2.50,1213,1669,457,Truck,2,408.09,22.00,22.73,22.38,43.93,1.96,-1.00,0
96,4.45,1.82,1236,1588,353,Car,2,411.59,28.14,29.74,29.25,84.68,3.01,184.05,0
