id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.35,1.92,1,44,44,Car,1,60.57,35.08,35.59,35.32,-1.00,-1.00,-1.00,0
2,4.65,1.82,1,72,72,Car,1,99.98,35.06,35.43,35.28,34.97,0.99,-1.00,0
3,4.65,1.92,1,92,92,Car,2,122.40,33.67,33.97,33.73,-1.00,-1.00,-1.00,0
4,16.17,2.50,1,102,102,Truck,1,91.76,22.67,22.82,22.75,-1.00,-1.00,-1.00,0
5,13.44,3.03,1,112,112,Car,2,96.27,21.17,22.28,21.71,22.23,1.04,-1.00,0
6,3.03,1.72,1,130,130,Car,2,152.42,29.31,30.11,29.56,26.77,0.91,-1.00,0
7,3.94,1.72,1,146,146,Car,1,189.56,32.01,33.22,32.72,86.01,2.68,-1.00,1
8,4.14,1.92,1,180,180,Car,2,240.35,33.37,33.69,33.60,-1.00,-1.00,-1.00,0
9,4.04,1.92,1,183,183,Car,1,238.94,31.68,34.62,32.86,45.39,1.43,-1.00,0
10,16.47,2.50,1,214,214,Truck,1,207.13,24.24,24.39,24.33,27.22,1.11,-1.00,0
11,4.85,1.92,1,214,214,Car,1,271.48,31.35,33.18,31.94,27.83,0.86,71.49,0
12,4.55,2.02,1,234,234,Car,2,273.96,27.96,30.26,29.42,26.32,0.94,400.53,0
13,16.47,2.50,1,235,235,Truck,1,207.06,21.92,22.39,22.14,99.18,4.42,-1.00,0
14,4.04,1.72,1,244,244,Car,1,295.01,29.84,30.94,30.37,18.54,0.62,-1.00,0
15,14.96,2.50,1,260,260,Truck,1,249.03,23.83,24.21,24.06,24.98,1.03,-1.00,0
16,4.95,1.82,1,269,269,Car,1,327.03,29.62,31.67,30.53,27.78,0.88,49.34,0
17,16.47,2.50,1,277,277,Truck,2,251.37,22.52,23.30,22.78,134.35,5.95,90.54,0
18,5.15,1.92,1,285,285,Car,1,349.74,29.84,31.71,30.81,13.59,0.43,32.28,0
19,16.78,2.50,1,300,300,Truck,1,290.91,24.13,24.52,24.33,24.58,1.01,68.98,0
20,4.35,1.72,1,323,323,Car,1,396.34,29.90,32.27,30.79,17.89,0.58,17.20,0
21,3.84,1.72,1,325,325,Car,2,378.51,28.54,30.13,29.22,99.50,3.45,172.45,0
22,16.67,2.50,1,344,344,Truck,1,337.03,23.78,24.94,24.58,24.35,1.00,48.76,0
23,6.47,2.50,1,476,476,Truck,1,402.20,21.00,21.78,21.17,28.58,1.35,-1.00,0
24,13.64,2.50,2,68,67,Truck,2,58.82,22.05,22.61,22.34,-1.00,-1.00,-1.00,0
25,4.24,1.82,2,183,182,Car,2,213.46,29.13,29.92,29.51,58.85,2.00,28242.24,0
26,4.45,1.72,2,205,204,Car,2,241.96,29.26,30.01,29.82,21.53,0.71,46.74,0
27,4.24,1.92,2,301,300,Car,1,369.81,30.43,31.95,30.93,15.10,0.49,4.02,1
28,19.40,2.50,2,326,325,Truck,1,277.14,21.22,21.82,21.40,52.34,2.39,-1.00,0
29,4.95,2.02,2,424,423,Car,1,366.00,21.44,21.91,21.69,78.86,3.63,119.41,0
30,4.45,1.82,5,389,385,Car,1,411.41,25.60,27.91,26.79,40.83,1.46,19.70,0
31,4.75,1.82,24,56,33,Car,1,41.58,32.08,33.27,32.68,-1.00,-1.00,-1.00,0
32,4.45,1.82,27,348,322,Car,1,410.16,30.04,34.90,31.96,23.83,0.76,8.46,0
33,19.00,2.50,46,471,426,Truck,2,408.03,23.73,24.42,24.01,170.46,7.08,141.32,0
34,5.05,1.82,48,367,320,Car,1,410.76,30.57,33.42,32.20,18.21,0.59,14.59,0
35,4.45,1.92,49,418,370,Car,1,411.17,26.85,28.35,27.87,26.86,0.99,17.48,0
36,4.35,1.72,50,370,321,Car,2,411.77,31.90,32.49,32.19,53.78,1.67,22.37,1
