id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.95,1.72,1,33,33,Car,2,42.35,33.02,33.68,33.34,-1.00,-1.00,-1.00,0
2,17.18,2.50,1,56,56,Truck,2,55.75,24.96,25.83,25.40,-1.00,-1.00,-1.00,0
3,13.85,2.50,1,57,57,Truck,2,52.08,23.13,23.50,23.32,-1.00,-1.00,-1.00,0
4,3.84,1.82,1,63,63,Car,2,79.94,31.46,33.14,32.27,33.83,1.07,-1.00,0
5,4.04,1.82,1,67,67,Car,1,44.58,16.01,17.81,16.88,-1.00,-1.00,-1.00,0
6,5.36,2.12,1,83,83,Car,2,77.07,23.21,23.91,23.55,20.22,0.85,107.92,0
7,4.14,1.82,1,86,86,Car,2,107.30,31.25,32.24,31.64,23.98,0.76,-1.00,0
8,5.56,2.43,1,92,92,Truck,1,69.83,19.10,19.26,19.22,-1.00,-1.00,-1.00,0
9,4.75,1.72,1,104,104,Car,2,130.94,30.95,32.08,31.83,57.48,1.79,9.22,0
10,5.36,2.32,1,123,123,Car,1,85.89,15.48,18.96,17.60,31.49,1.78,18.53,0
11,4.14,1.72,1,132,132,Car,2,163.51,29.60,32.55,31.24,51.69,1.72,-1.00,0
12,4.24,1.82,1,141,141,Car,1,110.24,18.60,20.22,19.65,26.19,1.33,28.58,0
13,4.75,1.92,1,146,146,Car,1,99.72,14.76,18.56,17.21,8.27,0.45,36.27,0
14,4.45,1.87,1,161,161,Car,2,181.67,27.09,30.24,28.41,45.41,1.67,-1.00,0
15,5.46,2.12,1,163,163,Car,2,197.66,29.49,31.26,30.54,29.01,0.97,-1.00,0
16,12.43,2.50,1,179,179,Truck,2,163.29,22.32,23.47,22.95,25.08,1.12,23.21,0
17,4.85,2.02,1,182,182,Car,1,119.97,13.88,19.13,16.58,14.72,0.80,27.62,0
18,3.74,1.82,1,187,187,Car,1,142.96,18.09,19.80,19.23,28.51,1.44,182.71,0
19,4.35,1.82,1,193,193,Car,1,151.57,19.50,19.94,19.75,77.74,3.90,-1.00,0
20,4.85,1.82,1,199,199,Car,2,237.70,28.90,31.24,30.03,35.22,1.21,-1.00,0
21,7.07,2.22,1,200,200,Car,1,130.66,11.46,20.65,16.42,8.37,0.53,7.83,0
22,4.55,1.92,1,219,219,Car,1,173.02,18.26,21.09,19.85,13.34,0.67,14.20,0
23,16.47,2.50,1,225,225,Truck,2,197.40,21.41,23.45,22.05,17.72,0.82,-1.00,0
24,4.24,1.82,1,237,237,Car,1,185.22,18.15,20.17,19.62,32.87,1.72,33.76,0
25,3.94,1.82,1,248,248,Car,2,270.57,26.36,28.27,27.40,85.88,3.25,-1.00,0
26,7.07,2.12,1,249,249,Car,2,292.46,29.08,29.65,29.50,19.65,0.66,25.74,0
27,4.45,1.82,1,250,250,Car,1,164.58,10.61,22.44,16.53,10.40,0.81,9.57,0
28,4.24,1.82,1,257,257,Car,1,210.03,18.26,21.76,20.52,23.76,1.23,22.66,0
29,5.26,2.12,1,257,257,Car,1,196.72,18.31,19.48,19.22,13.30,0.70,33.49,0
30,8.29,2.50,1,268,268,Truck,2,237.16,21.78,22.51,22.22,28.98,1.30,28.97,0
31,4.75,1.92,1,305,305,Car,2,355.34,28.34,29.56,29.25,19.64,0.69,144.16,0
32,3.74,1.72,1,315,315,Car,1,240.02,18.73,19.45,19.12,32.87,1.75,39.18,0
33,4.24,1.72,1,316,316,Car,2,371.94,29.04,30.01,29.53,9.69,0.32,14.16,0
34,4.45,1.82,1,319,319,Car,2,331.57,25.41,26.41,26.08,55.62,2.19,-1.00,0
35,18.60,2.50,1,324,324,Truck,2,310.75,23.67,24.26,24.06,36.24,1.49,15.89,0
36,4.85,2.02,1,329,329,Car,1,255.93,17.31,20.75,19.51,41.95,2.02,250.10,0
37,4.75,1.82,1,338,338,Car,2,360.94,26.45,27.36,26.78,16.38,0.61,13.51,0
38,4.85,2.12,1,377,377,Car,1,297.13,17.44,20.64,19.77,29.14,1.58,26.11,0
