id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.55,1.92,1,54,54,Car,1,59.44,27.99,28.22,28.11,-1.00,-1.00,-1.00,0
2,17.79,2.50,1,61,61,Truck,2,60.40,25.17,25.35,25.25,-1.00,-1.00,-1.00,0
3,5.36,1.82,1,80,80,Car,2,98.70,31.13,31.46,31.30,-1.00,-1.00,-1.00,0
4,4.65,1.82,1,87,87,Car,1,94.33,27.39,27.51,27.48,30.17,1.09,-1.00,0
5,5.15,1.92,1,89,89,Car,1,117.16,32.74,33.94,33.34,-1.00,-1.00,-1.00,0
6,7.78,2.12,1,92,92,Car,2,127.17,34.42,35.65,35.01,-1.00,-1.00,-1.00,0
7,4.95,2.12,1,104,104,Car,2,144.77,34.87,35.59,35.20,11.92,0.33,27.67,0
8,17.58,2.50,1,85,85,Truck,1,78.00,23.08,23.34,23.24,21.48,0.93,-1.00,0
9,4.75,1.82,1,111,111,Car,1,124.94,27.80,29.04,28.44,23.46,0.81,16.92,0
10,4.35,1.82,1,118,118,Car,2,122.69,26.17,26.29,26.26,55.45,2.11,55.11,0
11,4.85,1.92,1,121,121,Car,1,155.46,31.29,33.34,32.43,33.98,1.08,-1.00,0
12,4.65,1.92,1,137,137,Car,2,182.13,33.14,33.67,33.51,71.56,2.13,29.24,0
13,5.05,1.72,1,137,137,Car,2,187.04,33.50,34.83,34.43,44.66,1.33,-1.00,0
14,10.11,2.43,1,144,144,Car,1,163.70,28.33,29.06,28.65,28.26,0.98,55.16,0
15,5.46,2.02,1,152,152,Car,1,192.48,31.49,32.14,31.90,31.12,0.98,158.60,0
16,4.24,1.82,1,156,156,Car,2,157.23,24.59,26.32,25.38,29.72,1.20,-1.00,0
17,5.15,2.02,1,165,165,Car,2,230.71,33.96,36.26,35.21,35.47,0.98,31.80,1
18,5.46,1.92,1,185,185,Car,2,251.48,33.14,34.65,34.21,13.87,0.40,41.14,0
19,17.28,2.50,1,190,190,Truck,1,167.78,21.99,22.32,22.21,51.86,2.33,-1.00,0
20,4.45,1.82,1,199,199,Car,1,188.81,22.41,25.35,23.86,9.22,0.38,6.73,1
21,13.74,2.50,1,228,228,Truck,2,232.78,24.89,27.22,25.65,62.29,2.45,207.32,0
22,4.75,1.92,1,236,236,Car,2,314.10,32.89,33.79,33.44,57.19,1.73,-1.00,0
23,17.58,2.50,1,249,249,Truck,1,222.89,22.01,23.00,22.48,16.88,0.76,42.13,0
24,7.28,2.32,1,255,255,Car,1,274.51,26.20,27.92,27.03,51.61,1.96,17.60,0
25,4.85,2.02,1,263,263,Car,1,325.69,30.42,31.80,31.10,35.64,1.15,36.56,0
26,5.26,2.12,1,300,300,Car,1,363.91,30.16,31.02,30.44,32.56,1.05,62.59,0
27,5.26,2.02,1,304,304,Car,2,404.08,32.09,34.64,33.36,84.24,2.57,455.21,0
28,17.79,2.50,1,305,305,Truck,2,291.35,23.31,25.44,23.97,40.24,1.72,-1.00,0
29,16.78,2.50,1,342,342,Truck,2,326.68,23.59,24.42,23.96,15.58,0.65,17.89,0
30,4.75,1.92,1,350,350,Car,1,372.35,26.40,27.19,26.68,93.37,3.43,278.99,0
31,17.69,2.50,1,418,418,Truck,1,368.73,20.97,22.80,22.12,93.10,4.17,141.86,0
32,6.77,2.53,2,65,64,Car,1,60.54,23.88,24.21,24.07,-1.00,-1.00,-1.00,0
33,5.96,2.22,2,174,173,Car,1,195.27,27.72,29.04,28.41,25.65,0.92,-1.00,0
34,4.75,1.82,2,186,185,Car,1,232.77,31.53,31.99,31.65,37.80,1.19,607.57,0
35,5.26,2.12,2,228,227,Car,1,282.72,30.57,32.63,31.29,44.18,1.40,-1.00,0
36,9.10,2.50,2,294,293,Truck,1,255.68,21.73,22.37,21.91,24.89,1.12,336.27,0
37,5.26,1.92,3,215,213,Car,2,288.93,33.09,36.60,34.10,47.51,1.43,-1.00,0
38,5.26,1.92,8,485,478,Car,1,410.57,20.07,23.14,21.53,42.49,2.11,-1.00,0
39,7.98,2.50,11,444,434,Truck,2,407.28,22.41,24.75,23.52,83.40,3.72,619.70,0
40,6.77,2.50,12,389,378,Truck,1,407.40,26.53,27.73,27.03,36.29,1.36,61.77,0
41,4.75,1.82,31,324,294,Car,2,410.93,33.93,36.62,35.08,150.62,4.30,115.86,0
42,5.15,2.02,44,425,382,Car,1,411.30,26.73,27.18,27.00,32.57,1.20,53.37,0
43,4.85,1.92,46,364,319,Car,1,410.81,31.70,33.08,32.31,76.23,2.40,32.10,0
44,4.85,1.92,47,356,310,Car,2,412.58,31.40,36.14,33.40,62.37,1.96,188.34,0
45,6.77,2.50,65,560,496,Truck,1,408.76,18.74,22.19,20.65,17.39,0.82,-1.00,0
46,6.87,2.32,68,383,316,Car,1,408.90,32.14,33.46,32.47,17.35,0.54,25.35,0
47,5.15,1.82,82,377,296,Car,2,411.05,32.27,36.45,34.85,64.16,1.96,204.41,0
48,6.57,2.32,100,458,359,Car,1,410.63,27.05,30.60,28.69,29.61,1.09,20.52,1
49,7.88,2.50,104,513,410,Truck,1,407.09,22.47,26.90,24.89,14.40,0.54,8.63,1
50,5.26,1.92,129,444,316,Car,1,411.45,31.20,34.38,32.67,19.77,0.63,7.65,0
51,17.48,2.50,136,629,494,Truck,1,409.31,18.92,22.81,20.76,36.64,1.93,56.72,0
52,6.77,2.32,146,501,356,Car,1,411.76,27.78,30.51,29.01,24.42,0.85,6.20,0
53,4.55,1.92,157,458,302,Car,2,409.98,32.91,35.51,34.07,133.41,3.98,557.83,0
54,5.46,2.02,167,461,295,Car,2,409.60,33.68,36.14,34.84,105.70,3.12,-1.00,0
55,13.74,2.43,179,678,500,Car,1,411.71,17.99,22.52,20.67,21.84,1.21,174.88,0
56,4.95,2.02,180,548,369,Car,1,410.93,27.34,29.28,27.93,32.96,1.16,218.86,0
57,5.05,1.92,187,496,310,Car,2,410.27,32.24,35.15,33.20,34.72,1.06,-1.00,0
58,5.56,2.02,209,479,271,Car,1,351.95,31.59,34.07,32.60,36.64,1.15,36.91,0
59,9.50,2.50,210,600,391,Truck,2,407.34,25.30,27.04,26.12,156.20,5.96,88.81,0
60,3.33,1.82,221,580,360,Car,1,411.58,27.18,32.60,28.67,24.98,0.89,12.83,1
61,17.79,2.50,262,656,395,Truck,1,408.74,25.36,26.62,25.95,40.63,1.53,-1.00,0
62,5.05,1.92,266,566,301,Car,2,410.20,33.28,35.53,34.20,130.62,3.92,-1.00,0
63,4.85,1.92,278,583,306,Car,2,411.97,32.99,34.08,33.79,110.85,3.27,139.72,0
64,4.45,1.82,279,666,388,Car,2,411.18,26.02,27.10,26.57,63.80,2.37,93.46,0
65,5.15,1.82,294,599,306,Car,2,411.49,32.72,35.43,33.75,32.38,0.99,-1.00,0
66,17.89,2.50,299,769,471,Truck,1,407.13,21.10,22.10,21.66,62.32,2.86,57.39,0
67,4.45,1.82,319,624,306,Car,2,412.56,32.18,36.04,33.84,50.07,1.52,41.94,0
68,5.26,2.02,323,623,301,Car,2,412.45,32.63,36.75,34.39,29.06,0.80,27.87,0
69,5.36,1.92,340,656,317,Car,1,411.57,31.51,33.86,32.58,219.72,6.50,248.47,0
70,17.89,2.50,341,734,394,Truck,1,409.53,25.53,26.62,26.06,61.37,2.38,111.92,0
71,4.85,1.92,355,660,306,Car,2,412.73,33.20,35.38,33.85,40.55,1.22,39.14,0
72,5.05,1.92,365,768,404,Car,1,410.08,24.81,26.27,25.45,21.16,0.80,-1.00,0
73,5.36,2.02,367,668,302,Car,2,412.83,33.71,35.70,34.31,50.67,1.49,48.09,0
74,4.75,1.82,397,792,396,Car,2,411.73,24.69,27.56,26.07,118.68,4.80,-1.00,0
75,4.65,1.82,400,695,296,Car,2,410.37,33.22,35.49,34.79,33.16,0.94,39.76,0
76,17.69,2.50,414,866,453,Truck,1,409.89,22.27,23.34,22.68,69.03,3.04,41.93,0
77,7.98,2.43,423,721,299,Car,2,409.25,32.71,36.35,34.35,79.81,2.26,446.08,0
78,5.46,1.92,430,724,295,Car,2,409.64,33.27,36.98,34.85,34.09,1.02,21.68,0
79,4.30,1.72,465,762,298,Car,2,411.34,33.40,36.56,34.64,44.01,1.30,195.16,1
80,17.58,2.50,473,862,390,Truck,2,408.81,25.47,27.25,26.28,55.62,2.14,148.96,0
81,5.46,1.92,474,756,283,Car,1,409.22,34.87,37.40,36.30,135.94,3.78,26.51,0
82,5.15,1.82,486,796,311,Car,1,404.04,30.95,34.34,32.60,36.79,1.18,5.92,0
83,5.15,2.02,497,803,307,Car,2,412.59,32.52,35.20,33.73,38.35,1.18,-1.00,0
84,5.05,1.92,506,875,370,Car,1,411.39,26.70,29.10,27.88,22.38,0.77,-1.00,0
85,5.05,1.82,514,799,286,Car,2,411.44,33.34,37.83,36.11,106.45,2.89,136.96,0
86,5.56,2.02,524,821,298,Car,1,410.52,32.75,35.81,34.57,69.35,2.05,294.69,0
87,5.56,2.02,543,841,299,Car,2,411.52,31.07,39.32,34.55,33.34,1.07,3036.17,0
88,4.35,1.92,554,862,309,Car,2,410.76,31.57,35.54,33.36,68.42,2.16,-1.00,0
89,5.56,2.02,559,855,297,Car,1,410.88,33.09,35.78,34.72,42.07,1.21,21.63,0
90,17.58,2.50,586,980,395,Truck,2,410.12,25.18,27.32,26.04,99.10,3.93,-1.00,0
91,5.56,2.02,601,926,326,Car,1,411.63,31.23,32.12,31.68,50.45,1.61,-1.00,0
92,19.20,2.50,602,1035,434,Truck,1,409.57,23.20,24.33,23.66,137.58,5.86,79.18,0
93,4.75,1.92,625,972,348,Car,1,410.32,27.85,31.57,29.57,104.20,3.64,36.73,0
94,4.45,1.92,637,960,324,Car,1,409.92,30.66,34.38,31.74,32.67,1.02,13.10,0
