id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.55,2.12,1,51,51,Car,1,60.12,29.96,30.32,30.15,-1.00,-1.00,-1.00,0
2,11.12,2.50,1,65,65,Truck,1,60.99,23.85,23.90,23.88,-1.00,-1.00,-1.00,0
3,4.14,1.92,1,83,83,Car,2,109.74,33.00,34.03,33.52,-1.00,-1.00,-1.00,0
4,11.93,2.50,1,87,87,Truck,2,68.71,19.81,20.30,20.01,-1.00,-1.00,-1.00,0
5,7.38,2.63,1,97,97,Car,2,106.58,27.15,28.61,27.81,28.02,1.03,-1.00,0
6,3.54,1.82,1,126,126,Car,2,154.52,30.30,31.38,30.95,40.21,1.30,12.66,1
7,4.95,2.12,1,128,128,Car,2,96.20,18.39,19.44,18.96,29.74,1.61,-1.00,0
8,5.26,2.12,1,176,176,Car,2,243.43,34.08,35.11,34.81,77.46,2.22,16.08,0
9,6.27,2.43,1,192,192,Car,2,142.15,18.14,19.20,18.62,33.11,1.82,-1.00,0
10,4.75,1.92,1,202,202,Car,2,278.92,33.53,35.50,34.72,57.31,1.61,19.18,0
11,7.43,2.68,1,230,230,Car,1,279.50,29.50,31.69,30.53,17.81,0.60,14.19,0
12,4.95,2.02,1,234,234,Car,2,321.08,33.39,35.91,34.47,36.01,1.06,129.75,1
13,11.93,2.50,1,235,235,Truck,1,227.66,23.97,24.58,24.34,65.18,2.68,128.08,0
14,4.14,1.82,1,249,249,Car,1,308.37,29.52,32.56,31.10,18.13,0.61,23.37,0
15,4.45,1.92,1,290,290,Car,2,405.64,32.81,36.27,35.11,41.08,1.15,35.69,0
16,4.65,2.12,1,296,296,Car,1,357.44,28.86,31.46,30.31,44.69,1.42,-1.00,0
17,14.45,2.50,1,320,320,Truck,1,291.12,22.16,23.93,22.83,49.01,2.04,-1.00,0
18,16.73,2.50,1,390,390,Truck,1,374.87,22.15,24.86,24.10,46.48,2.02,24.81,0
19,13.44,2.50,1,406,406,Truck,2,320.91,18.40,20.47,19.81,11.80,0.61,24.86,0
20,18.90,2.50,1,439,439,Truck,2,356.04,19.26,20.95,20.33,30.40,1.55,25.85,0
21,4.45,1.82,2,64,63,Car,2,69.81,27.78,28.74,28.24,-1.00,-1.00,-1.00,0
22,20.31,2.50,2,155,154,Truck,1,146.49,23.80,24.02,23.96,69.90,2.91,582.83,0
23,4.14,1.92,2,159,158,Car,2,209.43,32.50,34.20,33.37,37.92,1.16,14.15,0
24,4.85,2.12,2,188,187,Car,1,297.54,38.38,41.18,40.02,-1.00,-1.00,-1.00,0
25,4.45,2.02,2,203,202,Car,1,234.53,28.62,29.70,29.19,177.80,5.98,-1.00,0
26,5.15,2.02,2,258,257,Car,2,356.26,33.86,35.71,34.82,32.01,0.94,69.60,0
27,16.67,2.50,2,304,303,Truck,2,229.46,18.38,19.52,19.00,24.66,1.31,33.96,0
28,16.88,2.50,2,369,368,Truck,2,288.94,18.87,20.18,19.69,35.02,1.83,28.16,0
29,16.47,2.50,3,244,242,Truck,2,182.24,18.39,20.31,18.91,22.39,1.19,27.10,0
30,4.04,2.02,6,376,371,Car,1,411.29,26.70,29.06,27.80,12.86,0.47,-1.00,0
31,4.85,2.02,17,316,300,Car,2,412.24,32.81,36.87,34.49,22.56,0.68,30.44,0
32,6.27,2.50,39,347,309,Truck,1,398.46,30.28,34.55,32.35,10.27,0.30,1.97,2
33,4.55,2.02,40,342,303,Car,2,413.34,32.84,36.58,34.23,25.00,0.75,105.56,0
34,19.10,2.50,42,460,419,Truck,1,327.05,15.20,22.01,19.57,87.59,4.83,-1.00,1
35,4.95,2.12,47,392,346,Car,1,404.38,28.24,30.42,29.31,10.14,0.33,12.80,0
36,4.35,1.82,136,438,303,Car,2,412.22,32.50,35.88,34.14,122.49,3.75,-1.00,1
37,16.67,2.50,143,561,419,Truck,1,405.64,23.37,25.34,24.27,95.39,3.76,-1.00,0
