id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,17.79,2.50,1,35,35,Truck,2,27.63,19.77,20.79,20.28,-1.00,-1.00,-1.00,0
2,5.36,2.12,1,38,38,Car,1,45.38,30.56,31.10,30.82,-1.00,-1.00,-1.00,0
3,4.45,1.92,1,56,56,Car,1,65.57,29.75,30.11,29.91,16.87,0.56,-1.00,0
4,4.75,1.82,1,72,72,Car,1,85.96,29.78,30.72,30.29,14.27,0.47,15.93,0
5,17.18,2.50,1,110,110,Truck,2,97.81,21.79,22.94,22.47,50.50,2.26,20.03,0
6,5.36,2.02,1,112,112,Car,1,144.43,31.56,33.05,32.54,46.98,1.45,17.95,0
7,5.05,2.02,1,134,134,Car,1,176.32,32.99,33.90,33.20,23.40,0.71,15.97,0
8,16.47,2.50,1,167,167,Truck,2,149.11,22.42,22.57,22.48,33.83,1.50,50.33,0
9,17.08,2.50,1,151,151,Truck,1,145.15,23.94,24.40,24.21,58.36,2.41,114.40,0
10,4.85,1.92,1,185,185,Car,1,232.13,31.01,32.11,31.56,51.40,1.60,-1.00,0
11,12.13,2.50,1,221,221,Truck,2,201.69,21.61,23.67,22.94,38.71,1.64,39.24,0
12,4.14,1.82,1,254,254,Car,1,253.63,24.76,25.48,25.07,77.67,3.11,73.26,0
13,4.24,1.92,1,257,257,Car,1,344.44,33.21,33.97,33.66,91.88,2.71,31.49,0
14,5.05,2.02,1,272,272,Car,2,310.52,24.23,32.98,28.65,7.80,0.31,46.30,0
15,7.58,1.92,1,290,290,Car,1,298.72,25.58,26.22,25.85,30.41,1.17,26.88,0
16,15.31,2.50,1,303,303,Truck,2,305.67,24.39,26.15,25.32,69.66,2.71,32.68,1
17,4.14,1.82,1,310,310,Car,2,371.67,27.27,33.43,30.10,36.61,1.18,16.34,0
18,20.62,2.50,1,383,383,Truck,2,341.14,21.98,23.44,22.33,16.98,0.76,314.28,0
19,5.36,2.02,1,420,420,Car,2,366.17,21.34,22.55,21.86,21.07,0.97,-1.00,0
20,16.57,2.50,2,49,48,Truck,1,44.70,23.69,24.02,23.86,-1.00,-1.00,-1.00,0
21,16.27,2.50,2,95,94,Truck,1,88.58,23.76,23.88,23.84,27.72,1.16,173.70,0
22,8.44,2.50,2,446,445,Truck,2,377.01,20.43,22.14,21.24,14.88,0.72,40.29,0
