id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,4.55,1.82,1,59,59,Car,2,75.41,32.07,32.90,32.56,-1.00,-1.00,-1.00,0
2,4.24,1.82,1,119,119,Car,2,152.94,32.40,32.47,32.43,-1.00,-1.00,-1.00,0
3,4.55,1.92,1,168,168,Car,2,196.61,29.14,29.62,29.46,116.70,4.00,-1.00,0
4,12.43,3.03,1,170,170,Car,1,168.54,24.82,25.06,24.96,-1.00,-1.00,-1.00,0
5,4.35,1.72,1,193,193,Car,2,235.11,29.89,31.15,30.63,26.46,0.85,14.45,0
6,4.14,1.72,1,215,215,Car,1,265.16,30.29,31.96,31.01,-1.00,-1.00,-1.00,0
7,9.20,2.50,1,233,233,Truck,2,205.16,21.19,23.22,22.12,49.97,2.35,-1.00,0
8,4.45,1.82,1,258,258,Car,1,299.94,27.23,30.08,29.20,53.50,1.96,99.65,0
9,9.50,2.50,1,275,275,Truck,2,248.65,22.32,23.01,22.70,28.73,1.25,30.08,0
10,16.67,2.50,1,285,285,Truck,2,282.76,24.42,25.25,24.90,30.99,1.27,-1.00,0
11,7.18,2.50,1,286,286,Truck,2,333.45,27.81,30.54,29.26,175.02,6.29,-1.00,0
12,4.35,1.82,1,299,299,Car,2,345.53,27.28,30.79,29.00,6.98,0.25,278.25,0
13,4.55,1.82,1,329,329,Car,1,334.56,24.42,26.71,25.51,29.77,1.21,-1.00,0
14,5.26,1.92,1,331,331,Car,2,379.47,27.91,29.50,28.80,26.10,0.88,29.30,0
15,8.39,2.50,1,373,373,Truck,2,368.90,24.21,25.46,24.80,77.65,3.18,-1.00,0
16,16.57,2.50,2,156,155,Truck,2,144.23,22.83,23.91,23.43,-1.00,-1.00,-1.00,0
17,5.36,2.12,2,205,204,Car,1,241.69,29.37,30.10,29.79,-1.00,-1.00,-1.00,0
18,18.90,2.50,2,262,261,Truck,1,251.09,24.01,24.35,24.16,65.43,2.68,-1.00,0
19,10.81,2.50,2,332,331,Truck,1,287.50,21.64,22.01,21.79,25.76,1.17,-1.00,0
20,4.75,1.92,2,349,348,Car,2,401.48,28.18,29.62,28.93,13.36,0.46,9.43,0
21,14.86,2.50,2,368,367,Truck,1,321.09,21.55,22.27,21.94,16.15,0.74,52.62,0
22,8.08,2.50,2,438,437,Truck,2,401.35,22.38,23.96,23.02,145.06,6.25,183.90,0
23,6.37,2.32,51,377,327,Car,2,409.79,30.58,32.17,31.44,28.60,0.93,10.53,1
24,14.15,2.50,58,506,449,Truck,1,408.08,22.37,23.10,22.78,109.57,4.83,93.82,0
25,4.55,1.72,70,396,327,Car,1,409.94,31.05,31.94,31.45,77.86,2.50,17.52,0
26,4.95,1.92,94,420,327,Car,1,409.30,31.03,31.75,31.40,25.12,0.81,217.21,1
27,4.65,1.92,108,419,312,Car,1,410.64,32.05,33.98,33.02,13.65,0.42,20.07,0
28,4.75,1.82,115,418,304,Car,2,411.31,33.48,34.36,33.95,49.91,1.47,14.94,0
29,4.35,1.92,118,452,335,Car,2,411.25,30.14,31.25,30.80,93.18,2.99,16.56,0
30,12.23,2.50,123,567,445,Truck,1,409.15,22.62,23.48,23.04,42.46,1.87,90.34,0
31,14.35,2.50,128,555,428,Truck,2,408.79,23.60,24.33,23.95,99.57,4.12,89.08,0
32,5.05,2.02,133,456,324,Car,2,410.08,31.23,32.62,31.75,18.12,0.58,-1.00,0
33,4.45,1.72,136,465,330,Car,1,410.29,30.60,31.88,31.19,31.65,1.02,115.94,1
34,14.15,2.50,156,621,466,Truck,1,406.82,21.79,21.97,21.88,14.45,0.65,-1.00,1
35,4.65,1.92,163,498,336,Car,1,411.08,29.37,32.06,30.69,24.93,0.80,31.65,1
36,4.35,1.72,168,481,314,Car,2,409.78,31.56,33.94,32.74,26.31,0.82,14.32,0
37,4.14,1.82,183,511,329,Car,2,411.54,31.22,31.69,31.38,69.92,2.23,82.34,0
38,3.84,1.82,185,498,314,Car,2,411.81,31.56,34.26,32.90,16.77,0.52,21.22,0
39,4.04,1.72,196,514,319,Car,2,411.07,31.27,33.04,32.33,11.10,0.34,21.46,1
40,16.57,2.50,215,653,439,Truck,2,410.13,22.87,24.02,23.42,64.65,2.82,-1.00,0
41,16.57,2.50,218,682,465,Truck,1,409.06,20.91,22.71,22.05,31.94,1.44,41.54,0
42,4.95,2.02,266,561,296,Car,1,408.04,33.41,35.62,34.60,80.20,2.37,18.19,0
43,3.44,1.72,272,716,445,Car,2,410.56,22.75,23.37,23.13,50.67,2.17,348.25,0
44,4.35,1.92,289,622,334,Car,2,409.27,30.08,31.99,30.74,127.12,4.22,-1.00,0
