id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,5.56,1.92,1,51,51,Car,2,71.05,34.93,36.45,35.68,-1.00,-1.00,-1.00,0
2,17.58,2.50,1,102,102,Truck,2,104.93,25.65,26.31,26.01,-1.00,-1.00,-1.00,0
3,4.95,2.02,1,106,106,Car,2,136.86,32.45,32.89,32.64,61.45,1.89,-1.00,0
4,4.65,2.02,1,126,126,Car,2,168.69,32.05,35.40,33.80,23.34,0.66,11.17,0
5,5.15,1.92,1,160,160,Car,1,226.43,35.53,36.17,35.69,-1.00,-1.00,-1.00,1
6,5.26,2.12,1,166,166,Car,2,167.43,24.95,25.57,25.39,43.57,1.70,29.69,0
7,4.04,1.92,1,190,190,Car,2,215.08,26.17,30.77,28.48,17.64,0.60,27.75,0
8,5.26,2.02,1,197,197,Car,1,225.24,28.46,29.07,28.74,23.21,0.81,-1.00,0
9,5.46,1.92,1,209,209,Car,1,282.86,33.88,34.31,34.02,43.49,1.28,-1.00,0
10,4.55,1.72,1,218,218,Car,2,225.61,25.28,26.58,26.01,49.68,1.87,32.75,0
11,4.55,1.92,1,222,222,Car,2,242.50,26.69,29.36,27.46,23.52,0.87,-1.00,0
12,5.05,2.12,1,230,230,Car,1,262.97,28.42,29.28,28.72,25.07,0.86,71.63,0
13,4.75,1.92,1,232,232,Car,1,311.97,33.66,34.26,33.79,24.96,0.73,-1.00,0
14,5.15,2.02,1,235,235,Car,2,256.32,26.82,28.98,27.40,34.07,1.25,29.01,0
15,17.69,2.50,1,241,241,Truck,1,230.60,23.80,24.16,24.03,-1.00,-1.00,-1.00,0
16,4.24,1.92,1,260,260,Car,2,293.58,28.01,28.79,28.36,24.52,0.87,16.28,0
17,5.15,2.02,1,259,259,Car,1,331.59,31.59,34.42,32.15,21.27,0.66,-1.00,0
18,4.95,2.02,1,270,270,Car,1,314.25,28.97,29.80,29.22,40.65,1.40,54.36,0
19,5.36,2.12,1,288,288,Car,1,367.59,31.27,33.07,32.04,21.42,0.67,35.74,0
20,4.85,1.82,1,298,298,Car,2,333.93,27.52,28.79,28.11,16.19,0.56,24.36,0
21,5.05,1.92,1,299,299,Car,2,331.31,26.56,28.20,27.81,39.62,1.49,234.01,1
22,4.35,1.92,1,309,309,Car,1,388.48,30.50,33.21,31.54,16.02,0.49,45.28,0
23,5.36,2.02,1,310,310,Car,2,360.44,27.14,30.15,29.17,7.84,0.28,8.04,0
24,4.95,1.92,1,324,324,Car,2,377.98,26.45,30.42,29.27,17.40,0.62,20.62,0
25,4.55,1.82,1,360,360,Car,2,361.92,23.76,25.73,25.21,22.67,0.88,67.86,0
26,4.35,1.92,1,369,369,Car,2,397.50,25.85,28.76,27.01,23.84,0.91,37.49,0
27,20.11,2.50,1,377,377,Truck,1,380.93,25.08,25.74,25.34,66.80,2.65,44.11,0
28,10.91,2.50,2,54,53,Truck,2,52.34,24.95,25.49,25.23,-1.00,-1.00,-1.00,0
29,10.81,2.50,2,104,103,Truck,2,97.76,23.76,24.09,23.96,48.67,2.04,-1.00,0
30,4.14,1.82,2,166,165,Car,2,185.53,27.34,29.51,28.31,77.86,2.73,36.52,0
31,4.75,1.92,2,188,187,Car,2,212.91,26.94,30.01,28.65,40.28,1.49,-1.00,0
32,4.65,1.92,2,256,255,Car,2,285.12,27.72,29.18,28.07,33.38,1.20,24.25,0
33,3.84,1.72,2,278,277,Car,2,311.23,27.41,29.02,28.20,18.58,0.67,17.48,0
34,17.38,2.50,2,290,289,Truck,1,278.32,23.67,24.37,24.17,29.55,1.23,94.37,0
35,4.65,1.92,2,322,321,Car,1,399.17,29.84,33.23,31.21,57.95,1.94,23.79,0
36,4.85,1.82,2,339,338,Car,2,367.74,25.89,28.00,27.29,26.16,1.01,-1.00,0
37,5.15,2.02,3,334,332,Car,2,333.62,24.85,25.64,25.21,18.60,0.73,-1.00,0
38,5.26,2.02,5,330,326,Car,1,407.84,30.13,33.30,31.38,18.58,0.56,162.17,0
39,5.15,1.92,14,358,345,Car,2,402.99,25.17,30.53,29.29,31.19,1.10,15.88,0
40,5.56,2.22,20,344,325,Car,1,409.99,29.12,33.01,31.65,19.63,0.65,16.65,0
41,5.15,1.92,21,346,326,Car,1,408.98,30.44,32.93,31.47,15.19,0.49,32.41,0
42,19.91,2.50,29,444,416,Truck,2,409.67,23.89,26.10,24.69,53.91,2.25,-1.00,0
43,5.36,2.12,35,443,409,Car,2,409.96,24.69,25.90,25.13,42.49,1.64,-1.00,0
44,5.36,2.12,45,364,320,Car,1,411.30,30.10,34.29,32.24,15.25,0.50,14.99,0
45,5.05,1.92,70,480,411,Car,2,411.08,24.24,26.07,25.07,29.61,1.16,27.66,0
46,4.75,2.02,72,399,328,Car,2,404.15,28.92,32.14,30.91,42.85,1.43,8.95,0
47,5.36,2.12,73,392,320,Car,1,410.75,29.93,34.45,32.20,28.59,0.92,54.30,0
48,5.36,2.22,97,411,315,Car,1,410.85,31.72,33.44,32.73,79.80,2.46,24.08,0
49,4.75,1.92,122,441,320,Car,1,410.00,31.29,33.69,32.15,28.20,0.85,62.73,0
50,5.15,2.12,138,435,298,Car,1,410.48,33.31,35.17,34.57,53.00,1.55,12.44,0
51,5.56,1.92,138,500,363,Car,2,409.70,26.78,29.32,28.31,56.59,2.08,18.56,0
52,5.05,1.82,147,459,313,Car,2,411.57,30.63,34.41,32.99,61.27,1.99,21.06,0
53,17.48,2.50,171,588,418,Truck,2,408.18,23.92,24.97,24.48,78.45,3.17,746.86,0
54,4.75,1.82,172,528,357,Car,2,409.58,26.18,30.10,28.77,23.95,0.86,18.60,0
55,4.04,1.82,179,492,314,Car,2,409.70,30.21,34.36,32.74,34.92,1.08,45.79,0
56,5.15,2.12,193,523,331,Car,1,411.28,29.60,31.71,31.17,90.04,2.84,323.25,0
57,5.36,1.92,196,503,308,Car,1,411.18,33.02,34.13,33.50,76.71,2.25,-1.00,0
58,4.85,1.82,204,620,417,Car,2,411.21,24.06,25.28,24.72,25.27,1.03,40.46,0
59,13.54,2.50,205,598,394,Truck,1,408.42,25.63,26.44,25.99,213.44,8.21,182.14,0
60,4.65,1.92,225,550,326,Car,1,411.71,31.20,33.30,31.68,29.00,0.93,17.87,0
61,5.26,2.12,244,574,331,Car,1,409.78,30.41,32.61,31.05,18.71,0.57,-1.00,0
62,4.35,1.72,246,581,336,Car,2,410.09,29.74,31.22,30.62,58.91,1.98,16.40,0
63,5.05,1.82,269,584,316,Car,1,410.73,31.88,34.08,32.61,93.66,2.76,346.28,0
64,5.36,1.92,284,593,310,Car,2,412.36,32.64,34.17,33.38,127.43,3.89,43.07,0
65,5.56,1.92,293,617,325,Car,1,410.20,31.42,32.01,31.66,48.64,1.54,46.94,0
66,4.85,1.92,316,640,325,Car,1,409.65,30.34,33.94,31.62,20.26,0.65,268.27,1
